asset_id,packet,status,image_file,json_file,qa_pass,notes
basic_nav_t1__manual_flight_controls__damaged,packet_03.json,todo,basic_nav_t1__manual_flight_controls__damaged.png,basic_nav_t1__manual_flight_controls__damaged.json,no,
basic_nav_t1__manual_flight_controls__depleted,packet_03.json,todo,basic_nav_t1__manual_flight_controls__depleted.png,basic_nav_t1__manual_flight_controls__depleted.json,no,
basic_nav_t1__manual_flight_controls__idle,packet_03.json,todo,basic_nav_t1__manual_flight_controls__idle.png,basic_nav_t1__manual_flight_controls__idle.json,no,
basic_nav_t1__radar_sweep_display__active,packet_03.json,todo,basic_nav_t1__radar_sweep_display__active.png,basic_nav_t1__radar_sweep_display__active.json,no,
basic_nav_t1__radar_sweep_display__cooldown,packet_03.json,todo,basic_nav_t1__radar_sweep_display__cooldown.png,basic_nav_t1__radar_sweep_display__cooldown.json,no,
basic_nav_t1__radar_sweep_display__damaged,packet_03.json,todo,basic_nav_t1__radar_sweep_display__damaged.png,basic_nav_t1__radar_sweep_display__damaged.json,no,
basic_nav_t1__radar_sweep_display__depleted,packet_03.json,todo,basic_nav_t1__radar_sweep_display__depleted.png,basic_nav_t1__radar_sweep_display__depleted.json,no,
basic_nav_t1__radar_sweep_display__idle,packet_03.json,todo,basic_nav_t1__radar_sweep_display__idle.png,basic_nav_t1__radar_sweep_display__idle.json,no,
basic_nav_t1__room_composite__v1,packet_03.json,todo,basic_nav_t1__room_composite__v1.png,basic_nav_t1__room_composite__v1.json,no,
basic_thruster_t1__fuel_pipe_network__base,packet_04.json,todo,basic_thruster_t1__fuel_pipe_network__base.png,basic_thruster_t1__fuel_pipe_network__base.json,no,
basic_thruster_t1__right_wall_nozzle_mount__base,packet_04.json,todo,basic_thruster_t1__right_wall_nozzle_mount__base.png,basic_thruster_t1__right_wall_nozzle_mount__base.json,no,
basic_thruster_t1__rocket_nozzle_assembly__base,packet_04.json,todo,basic_thruster_t1__rocket_nozzle_assembly__base.png,basic_thruster_t1__rocket_nozzle_assembly__base.json,no,
basic_thruster_t1__thrust_control_panel_2dial__base,packet_04.json,todo,basic_thruster_t1__thrust_control_panel_2dial__base.png,basic_thruster_t1__thrust_control_panel_2dial__base.json,no,
basic_thruster_t1__worn_metal_paneling__base,packet_04.json,todo,basic_thruster_t1__worn_metal_paneling__base.png,basic_thruster_t1__worn_metal_paneling__base.json,no,
basic_thruster_t1__rocket_nozzle_assembly__active,packet_04.json,todo,basic_thruster_t1__rocket_nozzle_assembly__active.png,basic_thruster_t1__rocket_nozzle_assembly__active.json,no,
basic_thruster_t1__rocket_nozzle_assembly__cooldown,packet_04.json,todo,basic_thruster_t1__rocket_nozzle_assembly__cooldown.png,basic_thruster_t1__rocket_nozzle_assembly__cooldown.json,no,
basic_thruster_t1__rocket_nozzle_assembly__damaged,packet_04.json,todo,basic_thruster_t1__rocket_nozzle_assembly__damaged.png,basic_thruster_t1__rocket_nozzle_assembly__damaged.json,no,
basic_thruster_t1__rocket_nozzle_assembly__depleted,packet_04.json,todo,basic_thruster_t1__rocket_nozzle_assembly__depleted.png,basic_thruster_t1__rocket_nozzle_assembly__depleted.json,no,
basic_thruster_t1__rocket_nozzle_assembly__idle,packet_04.json,todo,basic_thruster_t1__rocket_nozzle_assembly__idle.png,basic_thruster_t1__rocket_nozzle_assembly__idle.json,no,
basic_thruster_t1__thrust_control_panel_2dial__active,packet_04.json,todo,basic_thruster_t1__thrust_control_panel_2dial__active.png,basic_thruster_t1__thrust_control_panel_2dial__active.json,no,
basic_thruster_t1__thrust_control_panel_2dial__cooldown,packet_04.json,todo,basic_thruster_t1__thrust_control_panel_2dial__cooldown.png,basic_thruster_t1__thrust_control_panel_2dial__cooldown.json,no,
basic_thruster_t1__thrust_control_panel_2dial__damaged,packet_05.json,todo,basic_thruster_t1__thrust_control_panel_2dial__damaged.png,basic_thruster_t1__thrust_control_panel_2dial__damaged.json,no,
basic_thruster_t1__thrust_control_panel_2dial__depleted,packet_05.json,todo,basic_thruster_t1__thrust_control_panel_2dial__depleted.png,basic_thruster_t1__thrust_control_panel_2dial__depleted.json,no,
basic_thruster_t1__thrust_control_panel_2dial__idle,packet_05.json,todo,basic_thruster_t1__thrust_control_panel_2dial__idle.png,basic_thruster_t1__thrust_control_panel_2dial__idle.json,no,
basic_thruster_t1__room_composite__v1,packet_05.json,todo,basic_thruster_t1__room_composite__v1.png,basic_thruster_t1__room_composite__v1.json,no,
broadcast_array_t2__directional_control_joystick__base,packet_05.json,todo,broadcast_array_t2__directional_control_joystick__base.png,broadcast_array_t2__directional_control_joystick__base.json,no,
broadcast_array_t2__phased_array_schematic_display__base,packet_05.json,todo,broadcast_array_t2__phased_array_schematic_display__base.png,broadcast_array_t2__phased_array_schematic_display__base.json,no,
broadcast_array_t2__rack_bay_frame__base,packet_05.json,todo,broadcast_array_t2__rack_bay_frame__base.png,broadcast_array_t2__rack_bay_frame__base.json,no,
broadcast_array_t2__signal_processing_rack__base,packet_05.json,todo,broadcast_array_t2__signal_processing_rack__base.png,broadcast_array_t2__signal_processing_rack__base.json,no,
broadcast_array_t2__wall_schematic_zone__base,packet_05.json,todo,broadcast_array_t2__wall_schematic_zone__base.png,broadcast_array_t2__wall_schematic_zone__base.json,no,
broadcast_array_t2__waveform_monitor_bank__base,packet_05.json,todo,broadcast_array_t2__waveform_monitor_bank__base.png,broadcast_array_t2__waveform_monitor_bank__base.json,no,
broadcast_array_t2__directional_control_joystick__active,packet_05.json,todo,broadcast_array_t2__directional_control_joystick__active.png,broadcast_array_t2__directional_control_joystick__active.json,no,
broadcast_array_t2__directional_control_joystick__cooldown,packet_05.json,todo,broadcast_array_t2__directional_control_joystick__cooldown.png,broadcast_array_t2__directional_control_joystick__cooldown.json,no,
broadcast_array_t2__directional_control_joystick__damaged,packet_06.json,todo,broadcast_array_t2__directional_control_joystick__damaged.png,broadcast_array_t2__directional_control_joystick__damaged.json,no,
broadcast_array_t2__directional_control_joystick__depleted,packet_06.json,todo,broadcast_array_t2__directional_control_joystick__depleted.png,broadcast_array_t2__directional_control_joystick__depleted.json,no,
broadcast_array_t2__directional_control_joystick__idle,packet_06.json,todo,broadcast_array_t2__directional_control_joystick__idle.png,broadcast_array_t2__directional_control_joystick__idle.json,no,
broadcast_array_t2__phased_array_schematic_display__active,packet_06.json,todo,broadcast_array_t2__phased_array_schematic_display__active.png,broadcast_array_t2__phased_array_schematic_display__active.json,no,
broadcast_array_t2__phased_array_schematic_display__cooldown,packet_06.json,todo,broadcast_array_t2__phased_array_schematic_display__cooldown.png,broadcast_array_t2__phased_array_schematic_display__cooldown.json,no,
broadcast_array_t2__phased_array_schematic_display__damaged,packet_06.json,todo,broadcast_array_t2__phased_array_schematic_display__damaged.png,broadcast_array_t2__phased_array_schematic_display__damaged.json,no,
broadcast_array_t2__phased_array_schematic_display__depleted,packet_06.json,todo,broadcast_array_t2__phased_array_schematic_display__depleted.png,broadcast_array_t2__phased_array_schematic_display__depleted.json,no,
broadcast_array_t2__phased_array_schematic_display__idle,packet_06.json,todo,broadcast_array_t2__phased_array_schematic_display__idle.png,broadcast_array_t2__phased_array_schematic_display__idle.json,no,
broadcast_array_t2__signal_processing_rack__active,packet_06.json,todo,broadcast_array_t2__signal_processing_rack__active.png,broadcast_array_t2__signal_processing_rack__active.json,no,
broadcast_array_t2__signal_processing_rack__cooldown,packet_06.json,todo,broadcast_array_t2__signal_processing_rack__cooldown.png,broadcast_array_t2__signal_processing_rack__cooldown.json,no,
broadcast_array_t2__signal_processing_rack__damaged,packet_06.json,todo,broadcast_array_t2__signal_processing_rack__damaged.png,broadcast_array_t2__signal_processing_rack__damaged.json,no,
broadcast_array_t2__signal_processing_rack__depleted,packet_06.json,todo,broadcast_array_t2__signal_processing_rack__depleted.png,broadcast_array_t2__signal_processing_rack__depleted.json,no,
broadcast_array_t2__signal_processing_rack__idle,packet_07.json,todo,broadcast_array_t2__signal_processing_rack__idle.png,broadcast_array_t2__signal_processing_rack__idle.json,no,
broadcast_array_t2__waveform_monitor_bank__active,packet_07.json,todo,broadcast_array_t2__waveform_monitor_bank__active.png,broadcast_array_t2__waveform_monitor_bank__active.json,no,
broadcast_array_t2__waveform_monitor_bank__cooldown,packet_07.json,todo,broadcast_array_t2__waveform_monitor_bank__cooldown.png,broadcast_array_t2__waveform_monitor_bank__cooldown.json,no,
broadcast_array_t2__waveform_monitor_bank__damaged,packet_07.json,todo,broadcast_array_t2__waveform_monitor_bank__damaged.png,broadcast_array_t2__waveform_monitor_bank__damaged.json,no,
broadcast_array_t2__waveform_monitor_bank__depleted,packet_07.json,todo,broadcast_array_t2__waveform_monitor_bank__depleted.png,broadcast_array_t2__waveform_monitor_bank__depleted.json,no,
broadcast_array_t2__waveform_monitor_bank__idle,packet_07.json,todo,broadcast_array_t2__waveform_monitor_bank__idle.png,broadcast_array_t2__waveform_monitor_bank__idle.json,no,
broadcast_array_t2__room_composite__v1,packet_07.json,todo,broadcast_array_t2__room_composite__v1.png,broadcast_array_t2__room_composite__v1.json,no,
cargo_bay_t1__ceiling_rail_track__base,packet_07.json,todo,cargo_bay_t1__ceiling_rail_track__base.png,cargo_bay_t1__ceiling_rail_track__base.json,no,
cargo_bay_t1__ceiling_robotic_arm__base,packet_07.json,todo,cargo_bay_t1__ceiling_robotic_arm__base.png,cargo_bay_t1__ceiling_robotic_arm__base.json,no,
cargo_bay_t1__floor_anchor_grid__base,packet_07.json,todo,cargo_bay_t1__floor_anchor_grid__base.png,cargo_bay_t1__floor_anchor_grid__base.json,no,
cargo_bay_t1__inventory_terminal__base,packet_07.json,todo,cargo_bay_t1__inventory_terminal__base.png,cargo_bay_t1__inventory_terminal__base.json,no,
cargo_bay_t1__ore_crates_set__base,packet_07.json,todo,cargo_bay_t1__ore_crates_set__base.png,cargo_bay_t1__ore_crates_set__base.json,no,
cargo_bay_t1__specimen_containers_clamped__base,packet_08.json,todo,cargo_bay_t1__specimen_containers_clamped__base.png,cargo_bay_t1__specimen_containers_clamped__base.json,no,
cargo_bay_t1__ceiling_robotic_arm__active,packet_08.json,todo,cargo_bay_t1__ceiling_robotic_arm__active.png,cargo_bay_t1__ceiling_robotic_arm__active.json,no,
cargo_bay_t1__ceiling_robotic_arm__cooldown,packet_08.json,todo,cargo_bay_t1__ceiling_robotic_arm__cooldown.png,cargo_bay_t1__ceiling_robotic_arm__cooldown.json,no,
cargo_bay_t1__ceiling_robotic_arm__damaged,packet_08.json,todo,cargo_bay_t1__ceiling_robotic_arm__damaged.png,cargo_bay_t1__ceiling_robotic_arm__damaged.json,no,
cargo_bay_t1__ceiling_robotic_arm__depleted,packet_08.json,todo,cargo_bay_t1__ceiling_robotic_arm__depleted.png,cargo_bay_t1__ceiling_robotic_arm__depleted.json,no,
cargo_bay_t1__ceiling_robotic_arm__idle,packet_08.json,todo,cargo_bay_t1__ceiling_robotic_arm__idle.png,cargo_bay_t1__ceiling_robotic_arm__idle.json,no,
cargo_bay_t1__inventory_terminal__active,packet_08.json,todo,cargo_bay_t1__inventory_terminal__active.png,cargo_bay_t1__inventory_terminal__active.json,no,
cargo_bay_t1__inventory_terminal__cooldown,packet_08.json,todo,cargo_bay_t1__inventory_terminal__cooldown.png,cargo_bay_t1__inventory_terminal__cooldown.json,no,
cargo_bay_t1__inventory_terminal__damaged,packet_08.json,todo,cargo_bay_t1__inventory_terminal__damaged.png,cargo_bay_t1__inventory_terminal__damaged.json,no,
cargo_bay_t1__inventory_terminal__depleted,packet_08.json,todo,cargo_bay_t1__inventory_terminal__depleted.png,cargo_bay_t1__inventory_terminal__depleted.json,no,
cargo_bay_t1__inventory_terminal__idle,packet_08.json,todo,cargo_bay_t1__inventory_terminal__idle.png,cargo_bay_t1__inventory_terminal__idle.json,no,
cargo_bay_t1__ore_crates_set__active,packet_08.json,todo,cargo_bay_t1__ore_crates_set__active.png,cargo_bay_t1__ore_crates_set__active.json,no,
cargo_bay_t1__ore_crates_set__cooldown,packet_09.json,todo,cargo_bay_t1__ore_crates_set__cooldown.png,cargo_bay_t1__ore_crates_set__cooldown.json,no,
cargo_bay_t1__ore_crates_set__damaged,packet_09.json,todo,cargo_bay_t1__ore_crates_set__damaged.png,cargo_bay_t1__ore_crates_set__damaged.json,no,
cargo_bay_t1__ore_crates_set__depleted,packet_09.json,todo,cargo_bay_t1__ore_crates_set__depleted.png,cargo_bay_t1__ore_crates_set__depleted.json,no,
cargo_bay_t1__ore_crates_set__idle,packet_09.json,todo,cargo_bay_t1__ore_crates_set__idle.png,cargo_bay_t1__ore_crates_set__idle.json,no,
cargo_bay_t1__specimen_containers_clamped__active,packet_09.json,todo,cargo_bay_t1__specimen_containers_clamped__active.png,cargo_bay_t1__specimen_containers_clamped__active.json,no,
cargo_bay_t1__specimen_containers_clamped__cooldown,packet_09.json,todo,cargo_bay_t1__specimen_containers_clamped__cooldown.png,cargo_bay_t1__specimen_containers_clamped__cooldown.json,no,
cargo_bay_t1__specimen_containers_clamped__damaged,packet_09.json,todo,cargo_bay_t1__specimen_containers_clamped__damaged.png,cargo_bay_t1__specimen_containers_clamped__damaged.json,no,
cargo_bay_t1__specimen_containers_clamped__depleted,packet_09.json,todo,cargo_bay_t1__specimen_containers_clamped__depleted.png,cargo_bay_t1__specimen_containers_clamped__depleted.json,no,
cargo_bay_t1__specimen_containers_clamped__idle,packet_09.json,todo,cargo_bay_t1__specimen_containers_clamped__idle.png,cargo_bay_t1__specimen_containers_clamped__idle.json,no,
cargo_bay_t1__room_composite__v1,packet_09.json,todo,cargo_bay_t1__room_composite__v1.png,cargo_bay_t1__room_composite__v1.json,no,
comms_relay_t1__antenna_diagram_panel_zone__base,packet_09.json,todo,comms_relay_t1__antenna_diagram_panel_zone__base.png,comms_relay_t1__antenna_diagram_panel_zone__base.json,no,
comms_relay_t1__ceiling_booster_mount__base,packet_09.json,todo,comms_relay_t1__ceiling_booster_mount__base.png,comms_relay_t1__ceiling_booster_mount__base.json,no,
comms_relay_t1__rotating_dish_mechanism__base,packet_10.json,todo,comms_relay_t1__rotating_dish_mechanism__base.png,comms_relay_t1__rotating_dish_mechanism__base.json,no,
comms_relay_t1__signal_booster_components__base,packet_10.json,todo,comms_relay_t1__signal_booster_components__base.png,comms_relay_t1__signal_booster_components__base.json,no,
comms_relay_t1__transmission_console__base,packet_10.json,todo,comms_relay_t1__transmission_console__base.png,comms_relay_t1__transmission_console__base.json,no,
comms_relay_t1__waveform_display__base,packet_10.json,todo,comms_relay_t1__waveform_display__base.png,comms_relay_t1__waveform_display__base.json,no,
comms_relay_t1__rotating_dish_mechanism__active,packet_10.json,todo,comms_relay_t1__rotating_dish_mechanism__active.png,comms_relay_t1__rotating_dish_mechanism__active.json,no,
comms_relay_t1__rotating_dish_mechanism__cooldown,packet_10.json,todo,comms_relay_t1__rotating_dish_mechanism__cooldown.png,comms_relay_t1__rotating_dish_mechanism__cooldown.json,no,
comms_relay_t1__rotating_dish_mechanism__damaged,packet_10.json,todo,comms_relay_t1__rotating_dish_mechanism__damaged.png,comms_relay_t1__rotating_dish_mechanism__damaged.json,no,
comms_relay_t1__rotating_dish_mechanism__depleted,packet_10.json,todo,comms_relay_t1__rotating_dish_mechanism__depleted.png,comms_relay_t1__rotating_dish_mechanism__depleted.json,no,
comms_relay_t1__rotating_dish_mechanism__idle,packet_10.json,todo,comms_relay_t1__rotating_dish_mechanism__idle.png,comms_relay_t1__rotating_dish_mechanism__idle.json,no,
comms_relay_t1__signal_booster_components__active,packet_10.json,todo,comms_relay_t1__signal_booster_components__active.png,comms_relay_t1__signal_booster_components__active.json,no,
comms_relay_t1__signal_booster_components__cooldown,packet_10.json,todo,comms_relay_t1__signal_booster_components__cooldown.png,comms_relay_t1__signal_booster_components__cooldown.json,no,
comms_relay_t1__signal_booster_components__damaged,packet_10.json,todo,comms_relay_t1__signal_booster_components__damaged.png,comms_relay_t1__signal_booster_components__damaged.json,no,
comms_relay_t1__signal_booster_components__depleted,packet_11.json,todo,comms_relay_t1__signal_booster_components__depleted.png,comms_relay_t1__signal_booster_components__depleted.json,no,
comms_relay_t1__signal_booster_components__idle,packet_11.json,todo,comms_relay_t1__signal_booster_components__idle.png,comms_relay_t1__signal_booster_components__idle.json,no,
comms_relay_t1__transmission_console__active,packet_11.json,todo,comms_relay_t1__transmission_console__active.png,comms_relay_t1__transmission_console__active.json,no,
comms_relay_t1__transmission_console__cooldown,packet_11.json,todo,comms_relay_t1__transmission_console__cooldown.png,comms_relay_t1__transmission_console__cooldown.json,no,
comms_relay_t1__transmission_console__damaged,packet_11.json,todo,comms_relay_t1__transmission_console__damaged.png,comms_relay_t1__transmission_console__damaged.json,no,
comms_relay_t1__transmission_console__depleted,packet_11.json,todo,comms_relay_t1__transmission_console__depleted.png,comms_relay_t1__transmission_console__depleted.json,no,
comms_relay_t1__transmission_console__idle,packet_11.json,todo,comms_relay_t1__transmission_console__idle.png,comms_relay_t1__transmission_console__idle.json,no,
comms_relay_t1__waveform_display__active,packet_11.json,todo,comms_relay_t1__waveform_display__active.png,comms_relay_t1__waveform_display__active.json,no,
comms_relay_t1__waveform_display__cooldown,packet_11.json,todo,comms_relay_t1__waveform_display__cooldown.png,comms_relay_t1__waveform_display__cooldown.json,no,
comms_relay_t1__waveform_display__damaged,packet_11.json,todo,comms_relay_t1__waveform_display__damaged.png,comms_relay_t1__waveform_display__damaged.json,no,
comms_relay_t1__waveform_display__depleted,packet_11.json,todo,comms_relay_t1__waveform_display__depleted.png,comms_relay_t1__waveform_display__depleted.json,no,
comms_relay_t1__waveform_display__idle,packet_11.json,todo,comms_relay_t1__waveform_display__idle.png,comms_relay_t1__waveform_display__idle.json,no,
comms_relay_t1__room_composite__v1,packet_12.json,todo,comms_relay_t1__room_composite__v1.png,comms_relay_t1__room_composite__v1.json,no,
drone_bay_t2__drone_charging_cables__base,packet_12.json,todo,drone_bay_t2__drone_charging_cables__base.png,drone_bay_t2__drone_charging_cables__base.json,no,
drone_bay_t2__drone_rack_mounts__base,packet_12.json,todo,drone_bay_t2__drone_rack_mounts__base.png,drone_bay_t2__drone_rack_mounts__base.json,no,
drone_bay_t2__floor_launch_hatch__base,packet_12.json,todo,drone_bay_t2__floor_launch_hatch__base.png,drone_bay_t2__floor_launch_hatch__base.json,no,
drone_bay_t2__floor_launch_hatch_seams__base,packet_12.json,todo,drone_bay_t2__floor_launch_hatch_seams__base.png,drone_bay_t2__floor_launch_hatch_seams__base.json,no,
drone_bay_t2__launch_control_terminal__base,packet_12.json,todo,drone_bay_t2__launch_control_terminal__base.png,drone_bay_t2__launch_control_terminal__base.json,no,
drone_bay_t2__mining_drones_triplet__base,packet_12.json,todo,drone_bay_t2__mining_drones_triplet__base.png,drone_bay_t2__mining_drones_triplet__base.json,no,
drone_bay_t2__drone_charging_cables__active,packet_12.json,todo,drone_bay_t2__drone_charging_cables__active.png,drone_bay_t2__drone_charging_cables__active.json,no,
drone_bay_t2__drone_charging_cables__cooldown,packet_12.json,todo,drone_bay_t2__drone_charging_cables__cooldown.png,drone_bay_t2__drone_charging_cables__cooldown.json,no,
drone_bay_t2__drone_charging_cables__damaged,packet_12.json,todo,drone_bay_t2__drone_charging_cables__damaged.png,drone_bay_t2__drone_charging_cables__damaged.json,no,
drone_bay_t2__drone_charging_cables__depleted,packet_12.json,todo,drone_bay_t2__drone_charging_cables__depleted.png,drone_bay_t2__drone_charging_cables__depleted.json,no,
drone_bay_t2__drone_charging_cables__idle,packet_12.json,todo,drone_bay_t2__drone_charging_cables__idle.png,drone_bay_t2__drone_charging_cables__idle.json,no,
drone_bay_t2__floor_launch_hatch__active,packet_13.json,todo,drone_bay_t2__floor_launch_hatch__active.png,drone_bay_t2__floor_launch_hatch__active.json,no,
drone_bay_t2__floor_launch_hatch__cooldown,packet_13.json,todo,drone_bay_t2__floor_launch_hatch__cooldown.png,drone_bay_t2__floor_launch_hatch__cooldown.json,no,
drone_bay_t2__floor_launch_hatch__damaged,packet_13.json,todo,drone_bay_t2__floor_launch_hatch__damaged.png,drone_bay_t2__floor_launch_hatch__damaged.json,no,
drone_bay_t2__floor_launch_hatch__depleted,packet_13.json,todo,drone_bay_t2__floor_launch_hatch__depleted.png,drone_bay_t2__floor_launch_hatch__depleted.json,no,
drone_bay_t2__floor_launch_hatch__idle,packet_13.json,todo,drone_bay_t2__floor_launch_hatch__idle.png,drone_bay_t2__floor_launch_hatch__idle.json,no,
drone_bay_t2__launch_control_terminal__active,packet_13.json,todo,drone_bay_t2__launch_control_terminal__active.png,drone_bay_t2__launch_control_terminal__active.json,no,
drone_bay_t2__launch_control_terminal__cooldown,packet_13.json,todo,drone_bay_t2__launch_control_terminal__cooldown.png,drone_bay_t2__launch_control_terminal__cooldown.json,no,
drone_bay_t2__launch_control_terminal__damaged,packet_13.json,todo,drone_bay_t2__launch_control_terminal__damaged.png,drone_bay_t2__launch_control_terminal__damaged.json,no,
drone_bay_t2__launch_control_terminal__depleted,packet_13.json,todo,drone_bay_t2__launch_control_terminal__depleted.png,drone_bay_t2__launch_control_terminal__depleted.json,no,
drone_bay_t2__launch_control_terminal__idle,packet_13.json,todo,drone_bay_t2__launch_control_terminal__idle.png,drone_bay_t2__launch_control_terminal__idle.json,no,
drone_bay_t2__mining_drones_triplet__active,packet_13.json,todo,drone_bay_t2__mining_drones_triplet__active.png,drone_bay_t2__mining_drones_triplet__active.json,no,
drone_bay_t2__mining_drones_triplet__cooldown,packet_13.json,todo,drone_bay_t2__mining_drones_triplet__cooldown.png,drone_bay_t2__mining_drones_triplet__cooldown.json,no,
drone_bay_t2__mining_drones_triplet__damaged,packet_14.json,todo,drone_bay_t2__mining_drones_triplet__damaged.png,drone_bay_t2__mining_drones_triplet__damaged.json,no,
drone_bay_t2__mining_drones_triplet__depleted,packet_14.json,todo,drone_bay_t2__mining_drones_triplet__depleted.png,drone_bay_t2__mining_drones_triplet__depleted.json,no,
drone_bay_t2__mining_drones_triplet__idle,packet_14.json,todo,drone_bay_t2__mining_drones_triplet__idle.png,drone_bay_t2__mining_drones_triplet__idle.json,no,
drone_bay_t2__room_composite__v1,packet_14.json,todo,drone_bay_t2__room_composite__v1.png,drone_bay_t2__room_composite__v1.json,no,
fusion_drive_t2__chamber_cradle__base,packet_14.json,todo,fusion_drive_t2__chamber_cradle__base.png,fusion_drive_t2__chamber_cradle__base.json,no,
fusion_drive_t2__cooling_pipe_network__base,packet_14.json,todo,fusion_drive_t2__cooling_pipe_network__base.png,fusion_drive_t2__cooling_pipe_network__base.json,no,
fusion_drive_t2__magnetic_containment_rings__base,packet_14.json,todo,fusion_drive_t2__magnetic_containment_rings__base.png,fusion_drive_t2__magnetic_containment_rings__base.json,no,
fusion_drive_t2__monitoring_terminal__base,packet_14.json,todo,fusion_drive_t2__monitoring_terminal__base.png,fusion_drive_t2__monitoring_terminal__base.json,no,
fusion_drive_t2__plasma_chamber_core__base,packet_14.json,todo,fusion_drive_t2__plasma_chamber_core__base.png,fusion_drive_t2__plasma_chamber_core__base.json,no,
fusion_drive_t2__monitoring_terminal__active,packet_14.json,todo,fusion_drive_t2__monitoring_terminal__active.png,fusion_drive_t2__monitoring_terminal__active.json,no,
