asset_id,asset_type,room_id,room_name,category,tier,component_id,component_name,component_kind,state_key,priority,prompt
basic_thruster_t1__rocket_nozzle_assembly__usage_25_49,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,rocket_nozzle_assembly,Rocket Nozzle Assembly,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Rocket Nozzle Assembly' in 'Basic Thruster Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__rocket_nozzle_assembly__usage_50_74,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,rocket_nozzle_assembly,Rocket Nozzle Assembly,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Rocket Nozzle Assembly' in 'Basic Thruster Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__rocket_nozzle_assembly__usage_75_99,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,rocket_nozzle_assembly,Rocket Nozzle Assembly,interactive,usage_75_99,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_75_99' for component 'Rocket Nozzle Assembly' in 'Basic Thruster Room'. Change only state cues: heavy wear, strong warning glow, soot/scuffs and stressed materials. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__directional_control_joystick__usage_0_24,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,directional_control_joystick,Directional Control Joystick,interactive,usage_0_24,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_0_24' for component 'Directional Control Joystick' in 'Broadcast Array Room'. Change only state cues: clean surfaces, low heat bloom, minimal wear. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__directional_control_joystick__usage_100,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,directional_control_joystick,Directional Control Joystick,interactive,usage_100,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_100' for component 'Directional Control Joystick' in 'Broadcast Array Room'. Change only state cues: near-failure/depleted look, severe wear, emergency warning cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__directional_control_joystick__usage_25_49,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,directional_control_joystick,Directional Control Joystick,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Directional Control Joystick' in 'Broadcast Array Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__directional_control_joystick__usage_50_74,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,directional_control_joystick,Directional Control Joystick,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Directional Control Joystick' in 'Broadcast Array Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__directional_control_joystick__usage_75_99,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,directional_control_joystick,Directional Control Joystick,interactive,usage_75_99,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_75_99' for component 'Directional Control Joystick' in 'Broadcast Array Room'. Change only state cues: heavy wear, strong warning glow, soot/scuffs and stressed materials. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__signal_processing_rack__usage_0_24,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,signal_processing_rack,Signal Processing Rack,interactive,usage_0_24,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_0_24' for component 'Signal Processing Rack' in 'Broadcast Array Room'. Change only state cues: clean surfaces, low heat bloom, minimal wear. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__signal_processing_rack__usage_100,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,signal_processing_rack,Signal Processing Rack,interactive,usage_100,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_100' for component 'Signal Processing Rack' in 'Broadcast Array Room'. Change only state cues: near-failure/depleted look, severe wear, emergency warning cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__signal_processing_rack__usage_25_49,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,signal_processing_rack,Signal Processing Rack,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Signal Processing Rack' in 'Broadcast Array Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__signal_processing_rack__usage_50_74,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,signal_processing_rack,Signal Processing Rack,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Signal Processing Rack' in 'Broadcast Array Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
broadcast_array_t2__signal_processing_rack__usage_75_99,state_variant,broadcast_array_t2,Broadcast Array Room,communication,2,signal_processing_rack,Signal Processing Rack,interactive,usage_75_99,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_75_99' for component 'Signal Processing Rack' in 'Broadcast Array Room'. Change only state cues: heavy wear, strong warning glow, soot/scuffs and stressed materials. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__usage_0_24,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,usage_0_24,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_0_24' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: clean surfaces, low heat bloom, minimal wear. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__usage_100,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,usage_100,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_100' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: near-failure/depleted look, severe wear, emergency warning cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__usage_25_49,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__usage_50_74,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ceiling_robotic_arm__usage_75_99,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ceiling_robotic_arm,Ceiling Robotic Arm,interactive,usage_75_99,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_75_99' for component 'Ceiling Robotic Arm' in 'Cargo Bay Room'. Change only state cues: heavy wear, strong warning glow, soot/scuffs and stressed materials. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__usage_0_24,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,usage_0_24,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_0_24' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: clean surfaces, low heat bloom, minimal wear. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__usage_100,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,usage_100,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_100' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: near-failure/depleted look, severe wear, emergency warning cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__usage_25_49,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__usage_50_74,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__ore_crates_set__usage_75_99,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,ore_crates_set,Ore Crates,interactive,usage_75_99,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_75_99' for component 'Ore Crates' in 'Cargo Bay Room'. Change only state cues: heavy wear, strong warning glow, soot/scuffs and stressed materials. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__usage_0_24,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,usage_0_24,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_0_24' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: clean surfaces, low heat bloom, minimal wear. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__usage_100,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,usage_100,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_100' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: near-failure/depleted look, severe wear, emergency warning cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__usage_25_49,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__usage_50_74,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
cargo_bay_t1__specimen_containers_clamped__usage_75_99,state_variant,cargo_bay_t1,Cargo Bay Room,storage,1,specimen_containers_clamped,Specimen Containers,interactive,usage_75_99,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_75_99' for component 'Specimen Containers' in 'Cargo Bay Room'. Change only state cues: heavy wear, strong warning glow, soot/scuffs and stressed materials. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__usage_0_24,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,usage_0_24,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_0_24' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: clean surfaces, low heat bloom, minimal wear. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__usage_100,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,usage_100,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_100' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: near-failure/depleted look, severe wear, emergency warning cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__usage_25_49,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__usage_50_74,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
comms_relay_t1__rotating_dish_mechanism__usage_75_99,state_variant,comms_relay_t1,Comms Relay Room,communication,1,rotating_dish_mechanism,Rotating Dish Mechanism,interactive,usage_75_99,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_75_99' for component 'Rotating Dish Mechanism' in 'Comms Relay Room'. Change only state cues: heavy wear, strong warning glow, soot/scuffs and stressed materials. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
drone_bay_t2__drone_charging_cables__usage_0_24,state_variant,drone_bay_t2,Mining Drone Bay Room,mining,2,drone_charging_cables,Drone Charging Cables,interactive,usage_0_24,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_0_24' for component 'Drone Charging Cables' in 'Mining Drone Bay Room'. Change only state cues: clean surfaces, low heat bloom, minimal wear. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
drone_bay_t2__drone_charging_cables__usage_100,state_variant,drone_bay_t2,Mining Drone Bay Room,mining,2,drone_charging_cables,Drone Charging Cables,interactive,usage_100,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_100' for component 'Drone Charging Cables' in 'Mining Drone Bay Room'. Change only state cues: near-failure/depleted look, severe wear, emergency warning cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
drone_bay_t2__drone_charging_cables__usage_25_49,state_variant,drone_bay_t2,Mining Drone Bay Room,mining,2,drone_charging_cables,Drone Charging Cables,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Drone Charging Cables' in 'Mining Drone Bay Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
drone_bay_t2__drone_charging_cables__usage_50_74,state_variant,drone_bay_t2,Mining Drone Bay Room,mining,2,drone_charging_cables,Drone Charging Cables,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Drone Charging Cables' in 'Mining Drone Bay Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
