asset_id,asset_type,room_id,room_name,category,tier,component_id,component_name,component_kind,state_key,priority,prompt
basic_thruster_t1__rocket_nozzle_assembly__usage_25_49,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,rocket_nozzle_assembly,Rocket Nozzle Assembly,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Rocket Nozzle Assembly' in 'Basic Thruster Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__rocket_nozzle_assembly__usage_50_74,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,rocket_nozzle_assembly,Rocket Nozzle Assembly,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Rocket Nozzle Assembly' in 'Basic Thruster Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__rocket_nozzle_assembly__usage_75_99,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,rocket_nozzle_assembly,Rocket Nozzle Assembly,interactive,usage_75_99,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_75_99' for component 'Rocket Nozzle Assembly' in 'Basic Thruster Room'. Change only state cues: heavy wear, strong warning glow, soot/scuffs and stressed materials. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__rocket_nozzle_assembly__usage_100,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,rocket_nozzle_assembly,Rocket Nozzle Assembly,interactive,usage_100,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_100' for component 'Rocket Nozzle Assembly' in 'Basic Thruster Room'. Change only state cues: near-failure/depleted look, severe wear, emergency warning cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__thrust_control_panel_2dial__base,component,basic_thruster_t1,Basic Thruster Room,propulsion,1,thrust_control_panel_2dial,2-Dial Thrust Control Panel,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: 2-Dial Thrust Control Panel. Category: Basic Thruster Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__thrust_control_panel_2dial__idle,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,thrust_control_panel_2dial,2-Dial Thrust Control Panel,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component '2-Dial Thrust Control Panel' in 'Basic Thruster Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__thrust_control_panel_2dial__active,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,thrust_control_panel_2dial,2-Dial Thrust Control Panel,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component '2-Dial Thrust Control Panel' in 'Basic Thruster Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__thrust_control_panel_2dial__cooldown,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,thrust_control_panel_2dial,2-Dial Thrust Control Panel,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component '2-Dial Thrust Control Panel' in 'Basic Thruster Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__thrust_control_panel_2dial__damaged,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,thrust_control_panel_2dial,2-Dial Thrust Control Panel,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component '2-Dial Thrust Control Panel' in 'Basic Thruster Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__thrust_control_panel_2dial__depleted,state_variant,basic_thruster_t1,Basic Thruster Room,propulsion,1,thrust_control_panel_2dial,2-Dial Thrust Control Panel,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component '2-Dial Thrust Control Panel' in 'Basic Thruster Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
basic_thruster_t1__room_composite__v1,room_composite,basic_thruster_t1,Basic Thruster Room,propulsion,1,room_composite,Room Composite,composite,base,p0,"Using the attached style reference, compose one 2:1 spacecraft room tile for 'Basic Thruster Room' using these components: right_wall_nozzle_mount, fuel_pipe_network, worn_metal_paneling, rocket_nozzle_assembly, thrust_control_panel_2dial. Keep module shell rectangular with flat top/bottom for stacking. Include only listed components and consistent accent lighting. No text, no labels, no UI, no rocket exterior. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__chamber_cradle__base,component,fusion_drive_t2,Fusion Drive Room,propulsion,2,chamber_cradle,chamber cradle,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: chamber_cradle. Category: Fusion Drive Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__magnetic_containment_rings__base,component,fusion_drive_t2,Fusion Drive Room,propulsion,2,magnetic_containment_rings,magnetic containment rings,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: magnetic_containment_rings. Category: Fusion Drive Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__cooling_pipe_network__base,component,fusion_drive_t2,Fusion Drive Room,propulsion,2,cooling_pipe_network,cooling pipe network,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: cooling_pipe_network. Category: Fusion Drive Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__base,component,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Plasma Chamber Core. Category: Fusion Drive Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__idle,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__active,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__cooldown,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__damaged,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__depleted,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__usage_0_24,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,usage_0_24,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_0_24' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: clean surfaces, low heat bloom, minimal wear. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__usage_25_49,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,usage_25_49,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_25_49' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: mild scorch marks and minor scratches, slightly warmer highlights. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__usage_50_74,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,usage_50_74,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_50_74' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: moderate wear, heat bloom, visible scratches and warning tint. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__usage_75_99,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,usage_75_99,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_75_99' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: heavy wear, strong warning glow, soot/scuffs and stressed materials. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__plasma_chamber_core__usage_100,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,plasma_chamber_core,Plasma Chamber Core,interactive,usage_100,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_100' for component 'Plasma Chamber Core' in 'Fusion Drive Room'. Change only state cues: near-failure/depleted look, severe wear, emergency warning cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__monitoring_terminal__base,component,fusion_drive_t2,Fusion Drive Room,propulsion,2,monitoring_terminal,Monitoring Terminal,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Monitoring Terminal. Category: Fusion Drive Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__monitoring_terminal__idle,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,monitoring_terminal,Monitoring Terminal,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Monitoring Terminal' in 'Fusion Drive Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__monitoring_terminal__active,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,monitoring_terminal,Monitoring Terminal,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Monitoring Terminal' in 'Fusion Drive Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__monitoring_terminal__cooldown,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,monitoring_terminal,Monitoring Terminal,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Monitoring Terminal' in 'Fusion Drive Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__monitoring_terminal__damaged,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,monitoring_terminal,Monitoring Terminal,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Monitoring Terminal' in 'Fusion Drive Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__monitoring_terminal__depleted,state_variant,fusion_drive_t2,Fusion Drive Room,propulsion,2,monitoring_terminal,Monitoring Terminal,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Monitoring Terminal' in 'Fusion Drive Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
fusion_drive_t2__room_composite__v1,room_composite,fusion_drive_t2,Fusion Drive Room,propulsion,2,room_composite,Room Composite,composite,base,p0,"Using the attached style reference, compose one 2:1 spacecraft room tile for 'Fusion Drive Room' using these components: chamber_cradle, magnetic_containment_rings, cooling_pipe_network, plasma_chamber_core, monitoring_terminal. Keep module shell rectangular with flat top/bottom for stacking. Include only listed components and consistent accent lighting. No text, no labels, no UI, no rocket exterior. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__ion_thruster_housing__base,component,ion_drive_t3,Ion Drive Room,propulsion,3,ion_thruster_housing,ion thruster housing,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: ion_thruster_housing. Category: Ion Drive Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__electromagnetic_coil_casing__base,component,ion_drive_t3,Ion Drive Room,propulsion,3,electromagnetic_coil_casing,electromagnetic coil casing,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: electromagnetic_coil_casing. Category: Ion Drive Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__xenon_canister_rack__base,component,ion_drive_t3,Ion Drive Room,propulsion,3,xenon_canister_rack,xenon canister rack,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: xenon_canister_rack. Category: Ion Drive Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__ion_thruster_array__base,component,ion_drive_t3,Ion Drive Room,propulsion,3,ion_thruster_array,Ion Thruster Array,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Ion Thruster Array. Category: Ion Drive Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__ion_thruster_array__idle,state_variant,ion_drive_t3,Ion Drive Room,propulsion,3,ion_thruster_array,Ion Thruster Array,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Ion Thruster Array' in 'Ion Drive Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__ion_thruster_array__active,state_variant,ion_drive_t3,Ion Drive Room,propulsion,3,ion_thruster_array,Ion Thruster Array,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Ion Thruster Array' in 'Ion Drive Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__ion_thruster_array__cooldown,state_variant,ion_drive_t3,Ion Drive Room,propulsion,3,ion_thruster_array,Ion Thruster Array,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Ion Thruster Array' in 'Ion Drive Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__ion_thruster_array__damaged,state_variant,ion_drive_t3,Ion Drive Room,propulsion,3,ion_thruster_array,Ion Thruster Array,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Ion Thruster Array' in 'Ion Drive Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__ion_thruster_array__depleted,state_variant,ion_drive_t3,Ion Drive Room,propulsion,3,ion_thruster_array,Ion Thruster Array,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Ion Thruster Array' in 'Ion Drive Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
ion_drive_t3__ion_thruster_array__usage_0_24,state_variant,ion_drive_t3,Ion Drive Room,propulsion,3,ion_thruster_array,Ion Thruster Array,interactive,usage_0_24,p2,"Using the attached style reference and matching the base component exactly, create state variant 'usage_0_24' for component 'Ion Thruster Array' in 'Ion Drive Room'. Change only state cues: clean surfaces, low heat bloom, minimal wear. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
