asset_id,packet,status,image_file,json_file,qa_pass,notes
broadcast_array_t2__directional_control_joystick__usage_75_99,packet_03.json,todo,broadcast_array_t2__directional_control_joystick__usage_75_99.png,broadcast_array_t2__directional_control_joystick__usage_75_99.json,no,
broadcast_array_t2__signal_processing_rack__usage_0_24,packet_03.json,todo,broadcast_array_t2__signal_processing_rack__usage_0_24.png,broadcast_array_t2__signal_processing_rack__usage_0_24.json,no,
broadcast_array_t2__signal_processing_rack__usage_100,packet_03.json,todo,broadcast_array_t2__signal_processing_rack__usage_100.png,broadcast_array_t2__signal_processing_rack__usage_100.json,no,
broadcast_array_t2__signal_processing_rack__usage_25_49,packet_03.json,todo,broadcast_array_t2__signal_processing_rack__usage_25_49.png,broadcast_array_t2__signal_processing_rack__usage_25_49.json,no,
broadcast_array_t2__signal_processing_rack__usage_50_74,packet_03.json,todo,broadcast_array_t2__signal_processing_rack__usage_50_74.png,broadcast_array_t2__signal_processing_rack__usage_50_74.json,no,
broadcast_array_t2__signal_processing_rack__usage_75_99,packet_03.json,todo,broadcast_array_t2__signal_processing_rack__usage_75_99.png,broadcast_array_t2__signal_processing_rack__usage_75_99.json,no,
cargo_bay_t1__ceiling_robotic_arm__usage_0_24,packet_03.json,todo,cargo_bay_t1__ceiling_robotic_arm__usage_0_24.png,cargo_bay_t1__ceiling_robotic_arm__usage_0_24.json,no,
cargo_bay_t1__ceiling_robotic_arm__usage_100,packet_03.json,todo,cargo_bay_t1__ceiling_robotic_arm__usage_100.png,cargo_bay_t1__ceiling_robotic_arm__usage_100.json,no,
cargo_bay_t1__ceiling_robotic_arm__usage_25_49,packet_03.json,todo,cargo_bay_t1__ceiling_robotic_arm__usage_25_49.png,cargo_bay_t1__ceiling_robotic_arm__usage_25_49.json,no,
cargo_bay_t1__ceiling_robotic_arm__usage_50_74,packet_03.json,todo,cargo_bay_t1__ceiling_robotic_arm__usage_50_74.png,cargo_bay_t1__ceiling_robotic_arm__usage_50_74.json,no,
cargo_bay_t1__ceiling_robotic_arm__usage_75_99,packet_03.json,todo,cargo_bay_t1__ceiling_robotic_arm__usage_75_99.png,cargo_bay_t1__ceiling_robotic_arm__usage_75_99.json,no,
cargo_bay_t1__ore_crates_set__usage_0_24,packet_03.json,todo,cargo_bay_t1__ore_crates_set__usage_0_24.png,cargo_bay_t1__ore_crates_set__usage_0_24.json,no,
cargo_bay_t1__ore_crates_set__usage_100,packet_04.json,todo,cargo_bay_t1__ore_crates_set__usage_100.png,cargo_bay_t1__ore_crates_set__usage_100.json,no,
cargo_bay_t1__ore_crates_set__usage_25_49,packet_04.json,todo,cargo_bay_t1__ore_crates_set__usage_25_49.png,cargo_bay_t1__ore_crates_set__usage_25_49.json,no,
cargo_bay_t1__ore_crates_set__usage_50_74,packet_04.json,todo,cargo_bay_t1__ore_crates_set__usage_50_74.png,cargo_bay_t1__ore_crates_set__usage_50_74.json,no,
cargo_bay_t1__ore_crates_set__usage_75_99,packet_04.json,todo,cargo_bay_t1__ore_crates_set__usage_75_99.png,cargo_bay_t1__ore_crates_set__usage_75_99.json,no,
cargo_bay_t1__specimen_containers_clamped__usage_0_24,packet_04.json,todo,cargo_bay_t1__specimen_containers_clamped__usage_0_24.png,cargo_bay_t1__specimen_containers_clamped__usage_0_24.json,no,
cargo_bay_t1__specimen_containers_clamped__usage_100,packet_04.json,todo,cargo_bay_t1__specimen_containers_clamped__usage_100.png,cargo_bay_t1__specimen_containers_clamped__usage_100.json,no,
cargo_bay_t1__specimen_containers_clamped__usage_25_49,packet_04.json,todo,cargo_bay_t1__specimen_containers_clamped__usage_25_49.png,cargo_bay_t1__specimen_containers_clamped__usage_25_49.json,no,
cargo_bay_t1__specimen_containers_clamped__usage_50_74,packet_04.json,todo,cargo_bay_t1__specimen_containers_clamped__usage_50_74.png,cargo_bay_t1__specimen_containers_clamped__usage_50_74.json,no,
cargo_bay_t1__specimen_containers_clamped__usage_75_99,packet_04.json,todo,cargo_bay_t1__specimen_containers_clamped__usage_75_99.png,cargo_bay_t1__specimen_containers_clamped__usage_75_99.json,no,
comms_relay_t1__rotating_dish_mechanism__usage_0_24,packet_04.json,todo,comms_relay_t1__rotating_dish_mechanism__usage_0_24.png,comms_relay_t1__rotating_dish_mechanism__usage_0_24.json,no,
comms_relay_t1__rotating_dish_mechanism__usage_100,packet_04.json,todo,comms_relay_t1__rotating_dish_mechanism__usage_100.png,comms_relay_t1__rotating_dish_mechanism__usage_100.json,no,
comms_relay_t1__rotating_dish_mechanism__usage_25_49,packet_04.json,todo,comms_relay_t1__rotating_dish_mechanism__usage_25_49.png,comms_relay_t1__rotating_dish_mechanism__usage_25_49.json,no,
comms_relay_t1__rotating_dish_mechanism__usage_50_74,packet_05.json,todo,comms_relay_t1__rotating_dish_mechanism__usage_50_74.png,comms_relay_t1__rotating_dish_mechanism__usage_50_74.json,no,
comms_relay_t1__rotating_dish_mechanism__usage_75_99,packet_05.json,todo,comms_relay_t1__rotating_dish_mechanism__usage_75_99.png,comms_relay_t1__rotating_dish_mechanism__usage_75_99.json,no,
crew_quarters_t3__bunk_lighting_controls__usage_0_24,packet_05.json,todo,crew_quarters_t3__bunk_lighting_controls__usage_0_24.png,crew_quarters_t3__bunk_lighting_controls__usage_0_24.json,no,
crew_quarters_t3__bunk_lighting_controls__usage_100,packet_05.json,todo,crew_quarters_t3__bunk_lighting_controls__usage_100.png,crew_quarters_t3__bunk_lighting_controls__usage_100.json,no,
crew_quarters_t3__bunk_lighting_controls__usage_25_49,packet_05.json,todo,crew_quarters_t3__bunk_lighting_controls__usage_25_49.png,crew_quarters_t3__bunk_lighting_controls__usage_25_49.json,no,
crew_quarters_t3__bunk_lighting_controls__usage_50_74,packet_05.json,todo,crew_quarters_t3__bunk_lighting_controls__usage_50_74.png,crew_quarters_t3__bunk_lighting_controls__usage_50_74.json,no,
crew_quarters_t3__bunk_lighting_controls__usage_75_99,packet_05.json,todo,crew_quarters_t3__bunk_lighting_controls__usage_75_99.png,crew_quarters_t3__bunk_lighting_controls__usage_75_99.json,no,
crew_quarters_t3__hydration_station__usage_0_24,packet_05.json,todo,crew_quarters_t3__hydration_station__usage_0_24.png,crew_quarters_t3__hydration_station__usage_0_24.json,no,
crew_quarters_t3__hydration_station__usage_100,packet_05.json,todo,crew_quarters_t3__hydration_station__usage_100.png,crew_quarters_t3__hydration_station__usage_100.json,no,
crew_quarters_t3__hydration_station__usage_25_49,packet_05.json,todo,crew_quarters_t3__hydration_station__usage_25_49.png,crew_quarters_t3__hydration_station__usage_25_49.json,no,
crew_quarters_t3__hydration_station__usage_50_74,packet_05.json,todo,crew_quarters_t3__hydration_station__usage_50_74.png,crew_quarters_t3__hydration_station__usage_50_74.json,no,
crew_quarters_t3__hydration_station__usage_75_99,packet_05.json,todo,crew_quarters_t3__hydration_station__usage_75_99.png,crew_quarters_t3__hydration_station__usage_75_99.json,no,
drone_bay_t2__drone_charging_cables__usage_0_24,packet_06.json,todo,drone_bay_t2__drone_charging_cables__usage_0_24.png,drone_bay_t2__drone_charging_cables__usage_0_24.json,no,
drone_bay_t2__drone_charging_cables__usage_100,packet_06.json,todo,drone_bay_t2__drone_charging_cables__usage_100.png,drone_bay_t2__drone_charging_cables__usage_100.json,no,
drone_bay_t2__drone_charging_cables__usage_25_49,packet_06.json,todo,drone_bay_t2__drone_charging_cables__usage_25_49.png,drone_bay_t2__drone_charging_cables__usage_25_49.json,no,
drone_bay_t2__drone_charging_cables__usage_50_74,packet_06.json,todo,drone_bay_t2__drone_charging_cables__usage_50_74.png,drone_bay_t2__drone_charging_cables__usage_50_74.json,no,
drone_bay_t2__drone_charging_cables__usage_75_99,packet_06.json,todo,drone_bay_t2__drone_charging_cables__usage_75_99.png,drone_bay_t2__drone_charging_cables__usage_75_99.json,no,
drone_bay_t2__mining_drones_triplet__usage_0_24,packet_06.json,todo,drone_bay_t2__mining_drones_triplet__usage_0_24.png,drone_bay_t2__mining_drones_triplet__usage_0_24.json,no,
drone_bay_t2__mining_drones_triplet__usage_100,packet_06.json,todo,drone_bay_t2__mining_drones_triplet__usage_100.png,drone_bay_t2__mining_drones_triplet__usage_100.json,no,
drone_bay_t2__mining_drones_triplet__usage_25_49,packet_06.json,todo,drone_bay_t2__mining_drones_triplet__usage_25_49.png,drone_bay_t2__mining_drones_triplet__usage_25_49.json,no,
drone_bay_t2__mining_drones_triplet__usage_50_74,packet_06.json,todo,drone_bay_t2__mining_drones_triplet__usage_50_74.png,drone_bay_t2__mining_drones_triplet__usage_50_74.json,no,
drone_bay_t2__mining_drones_triplet__usage_75_99,packet_06.json,todo,drone_bay_t2__mining_drones_triplet__usage_75_99.png,drone_bay_t2__mining_drones_triplet__usage_75_99.json,no,
fusion_drive_t2__plasma_chamber_core__usage_0_24,packet_06.json,todo,fusion_drive_t2__plasma_chamber_core__usage_0_24.png,fusion_drive_t2__plasma_chamber_core__usage_0_24.json,no,
fusion_drive_t2__plasma_chamber_core__usage_100,packet_06.json,todo,fusion_drive_t2__plasma_chamber_core__usage_100.png,fusion_drive_t2__plasma_chamber_core__usage_100.json,no,
fusion_drive_t2__plasma_chamber_core__usage_25_49,packet_07.json,todo,fusion_drive_t2__plasma_chamber_core__usage_25_49.png,fusion_drive_t2__plasma_chamber_core__usage_25_49.json,no,
fusion_drive_t2__plasma_chamber_core__usage_50_74,packet_07.json,todo,fusion_drive_t2__plasma_chamber_core__usage_50_74.png,fusion_drive_t2__plasma_chamber_core__usage_50_74.json,no,
fusion_drive_t2__plasma_chamber_core__usage_75_99,packet_07.json,todo,fusion_drive_t2__plasma_chamber_core__usage_75_99.png,fusion_drive_t2__plasma_chamber_core__usage_75_99.json,no,
fusion_reactor_t2__magenta_energy_orb__usage_0_24,packet_07.json,todo,fusion_reactor_t2__magenta_energy_orb__usage_0_24.png,fusion_reactor_t2__magenta_energy_orb__usage_0_24.json,no,
fusion_reactor_t2__magenta_energy_orb__usage_100,packet_07.json,todo,fusion_reactor_t2__magenta_energy_orb__usage_100.png,fusion_reactor_t2__magenta_energy_orb__usage_100.json,no,
fusion_reactor_t2__magenta_energy_orb__usage_25_49,packet_07.json,todo,fusion_reactor_t2__magenta_energy_orb__usage_25_49.png,fusion_reactor_t2__magenta_energy_orb__usage_25_49.json,no,
fusion_reactor_t2__magenta_energy_orb__usage_50_74,packet_07.json,todo,fusion_reactor_t2__magenta_energy_orb__usage_50_74.png,fusion_reactor_t2__magenta_energy_orb__usage_50_74.json,no,
fusion_reactor_t2__magenta_energy_orb__usage_75_99,packet_07.json,todo,fusion_reactor_t2__magenta_energy_orb__usage_75_99.png,fusion_reactor_t2__magenta_energy_orb__usage_75_99.json,no,
ion_drive_t3__ion_thruster_array__usage_0_24,packet_07.json,todo,ion_drive_t3__ion_thruster_array__usage_0_24.png,ion_drive_t3__ion_thruster_array__usage_0_24.json,no,
ion_drive_t3__ion_thruster_array__usage_100,packet_07.json,todo,ion_drive_t3__ion_thruster_array__usage_100.png,ion_drive_t3__ion_thruster_array__usage_100.json,no,
ion_drive_t3__ion_thruster_array__usage_25_49,packet_07.json,todo,ion_drive_t3__ion_thruster_array__usage_25_49.png,ion_drive_t3__ion_thruster_array__usage_25_49.json,no,
ion_drive_t3__ion_thruster_array__usage_50_74,packet_07.json,todo,ion_drive_t3__ion_thruster_array__usage_50_74.png,ion_drive_t3__ion_thruster_array__usage_50_74.json,no,
ion_drive_t3__ion_thruster_array__usage_75_99,packet_08.json,todo,ion_drive_t3__ion_thruster_array__usage_75_99.png,ion_drive_t3__ion_thruster_array__usage_75_99.json,no,
ion_drive_t3__xenon_canister_manifold__usage_0_24,packet_08.json,todo,ion_drive_t3__xenon_canister_manifold__usage_0_24.png,ion_drive_t3__xenon_canister_manifold__usage_0_24.json,no,
ion_drive_t3__xenon_canister_manifold__usage_100,packet_08.json,todo,ion_drive_t3__xenon_canister_manifold__usage_100.png,ion_drive_t3__xenon_canister_manifold__usage_100.json,no,
ion_drive_t3__xenon_canister_manifold__usage_25_49,packet_08.json,todo,ion_drive_t3__xenon_canister_manifold__usage_25_49.png,ion_drive_t3__xenon_canister_manifold__usage_25_49.json,no,
ion_drive_t3__xenon_canister_manifold__usage_50_74,packet_08.json,todo,ion_drive_t3__xenon_canister_manifold__usage_50_74.png,ion_drive_t3__xenon_canister_manifold__usage_50_74.json,no,
ion_drive_t3__xenon_canister_manifold__usage_75_99,packet_08.json,todo,ion_drive_t3__xenon_canister_manifold__usage_75_99.png,ion_drive_t3__xenon_canister_manifold__usage_75_99.json,no,
large_tank_t2__automated_pumping_unit__usage_0_24,packet_08.json,todo,large_tank_t2__automated_pumping_unit__usage_0_24.png,large_tank_t2__automated_pumping_unit__usage_0_24.json,no,
large_tank_t2__automated_pumping_unit__usage_100,packet_08.json,todo,large_tank_t2__automated_pumping_unit__usage_100.png,large_tank_t2__automated_pumping_unit__usage_100.json,no,
large_tank_t2__automated_pumping_unit__usage_25_49,packet_08.json,todo,large_tank_t2__automated_pumping_unit__usage_25_49.png,large_tank_t2__automated_pumping_unit__usage_25_49.json,no,
large_tank_t2__automated_pumping_unit__usage_50_74,packet_08.json,todo,large_tank_t2__automated_pumping_unit__usage_50_74.png,large_tank_t2__automated_pumping_unit__usage_50_74.json,no,
large_tank_t2__automated_pumping_unit__usage_75_99,packet_08.json,todo,large_tank_t2__automated_pumping_unit__usage_75_99.png,large_tank_t2__automated_pumping_unit__usage_75_99.json,no,
large_tank_t2__frosted_fuel_viewport_large__usage_0_24,packet_08.json,todo,large_tank_t2__frosted_fuel_viewport_large__usage_0_24.png,large_tank_t2__frosted_fuel_viewport_large__usage_0_24.json,no,
large_tank_t2__frosted_fuel_viewport_large__usage_100,packet_09.json,todo,large_tank_t2__frosted_fuel_viewport_large__usage_100.png,large_tank_t2__frosted_fuel_viewport_large__usage_100.json,no,
large_tank_t2__frosted_fuel_viewport_large__usage_25_49,packet_09.json,todo,large_tank_t2__frosted_fuel_viewport_large__usage_25_49.png,large_tank_t2__frosted_fuel_viewport_large__usage_25_49.json,no,
large_tank_t2__frosted_fuel_viewport_large__usage_50_74,packet_09.json,todo,large_tank_t2__frosted_fuel_viewport_large__usage_50_74.png,large_tank_t2__frosted_fuel_viewport_large__usage_50_74.json,no,
large_tank_t2__frosted_fuel_viewport_large__usage_75_99,packet_09.json,todo,large_tank_t2__frosted_fuel_viewport_large__usage_75_99.png,large_tank_t2__frosted_fuel_viewport_large__usage_75_99.json,no,
large_tank_t2__main_fuel_tank__usage_0_24,packet_09.json,todo,large_tank_t2__main_fuel_tank__usage_0_24.png,large_tank_t2__main_fuel_tank__usage_0_24.json,no,
large_tank_t2__main_fuel_tank__usage_100,packet_09.json,todo,large_tank_t2__main_fuel_tank__usage_100.png,large_tank_t2__main_fuel_tank__usage_100.json,no,
large_tank_t2__main_fuel_tank__usage_25_49,packet_09.json,todo,large_tank_t2__main_fuel_tank__usage_25_49.png,large_tank_t2__main_fuel_tank__usage_25_49.json,no,
large_tank_t2__main_fuel_tank__usage_50_74,packet_09.json,todo,large_tank_t2__main_fuel_tank__usage_50_74.png,large_tank_t2__main_fuel_tank__usage_50_74.json,no,
large_tank_t2__main_fuel_tank__usage_75_99,packet_09.json,todo,large_tank_t2__main_fuel_tank__usage_75_99.png,large_tank_t2__main_fuel_tank__usage_75_99.json,no,
life_support_t3__co2_filter_cartridge_rack__usage_0_24,packet_09.json,todo,life_support_t3__co2_filter_cartridge_rack__usage_0_24.png,life_support_t3__co2_filter_cartridge_rack__usage_0_24.json,no,
life_support_t3__co2_filter_cartridge_rack__usage_100,packet_09.json,todo,life_support_t3__co2_filter_cartridge_rack__usage_100.png,life_support_t3__co2_filter_cartridge_rack__usage_100.json,no,
life_support_t3__co2_filter_cartridge_rack__usage_25_49,packet_09.json,todo,life_support_t3__co2_filter_cartridge_rack__usage_25_49.png,life_support_t3__co2_filter_cartridge_rack__usage_25_49.json,no,
life_support_t3__co2_filter_cartridge_rack__usage_50_74,packet_10.json,todo,life_support_t3__co2_filter_cartridge_rack__usage_50_74.png,life_support_t3__co2_filter_cartridge_rack__usage_50_74.json,no,
life_support_t3__co2_filter_cartridge_rack__usage_75_99,packet_10.json,todo,life_support_t3__co2_filter_cartridge_rack__usage_75_99.png,life_support_t3__co2_filter_cartridge_rack__usage_75_99.json,no,
life_support_t3__oxygen_scrubber_bank__usage_0_24,packet_10.json,todo,life_support_t3__oxygen_scrubber_bank__usage_0_24.png,life_support_t3__oxygen_scrubber_bank__usage_0_24.json,no,
life_support_t3__oxygen_scrubber_bank__usage_100,packet_10.json,todo,life_support_t3__oxygen_scrubber_bank__usage_100.png,life_support_t3__oxygen_scrubber_bank__usage_100.json,no,
life_support_t3__oxygen_scrubber_bank__usage_25_49,packet_10.json,todo,life_support_t3__oxygen_scrubber_bank__usage_25_49.png,life_support_t3__oxygen_scrubber_bank__usage_25_49.json,no,
life_support_t3__oxygen_scrubber_bank__usage_50_74,packet_10.json,todo,life_support_t3__oxygen_scrubber_bank__usage_50_74.png,life_support_t3__oxygen_scrubber_bank__usage_50_74.json,no,
life_support_t3__oxygen_scrubber_bank__usage_75_99,packet_10.json,todo,life_support_t3__oxygen_scrubber_bank__usage_75_99.png,life_support_t3__oxygen_scrubber_bank__usage_75_99.json,no,
mining_drill_t1__drill_bit_exposed__usage_0_24,packet_10.json,todo,mining_drill_t1__drill_bit_exposed__usage_0_24.png,mining_drill_t1__drill_bit_exposed__usage_0_24.json,no,
mining_drill_t1__drill_bit_exposed__usage_100,packet_10.json,todo,mining_drill_t1__drill_bit_exposed__usage_100.png,mining_drill_t1__drill_bit_exposed__usage_100.json,no,
mining_drill_t1__drill_bit_exposed__usage_25_49,packet_10.json,todo,mining_drill_t1__drill_bit_exposed__usage_25_49.png,mining_drill_t1__drill_bit_exposed__usage_25_49.json,no,
mining_drill_t1__drill_bit_exposed__usage_50_74,packet_10.json,todo,mining_drill_t1__drill_bit_exposed__usage_50_74.png,mining_drill_t1__drill_bit_exposed__usage_50_74.json,no,
mining_drill_t1__drill_bit_exposed__usage_75_99,packet_10.json,todo,mining_drill_t1__drill_bit_exposed__usage_75_99.png,mining_drill_t1__drill_bit_exposed__usage_75_99.json,no,
mining_drill_t1__drill_cable_drum__usage_0_24,packet_11.json,todo,mining_drill_t1__drill_cable_drum__usage_0_24.png,mining_drill_t1__drill_cable_drum__usage_0_24.json,no,
mining_drill_t1__drill_cable_drum__usage_100,packet_11.json,todo,mining_drill_t1__drill_cable_drum__usage_100.png,mining_drill_t1__drill_cable_drum__usage_100.json,no,
mining_drill_t1__drill_cable_drum__usage_25_49,packet_11.json,todo,mining_drill_t1__drill_cable_drum__usage_25_49.png,mining_drill_t1__drill_cable_drum__usage_25_49.json,no,
mining_drill_t1__drill_cable_drum__usage_50_74,packet_11.json,todo,mining_drill_t1__drill_cable_drum__usage_50_74.png,mining_drill_t1__drill_cable_drum__usage_50_74.json,no,
mining_drill_t1__drill_cable_drum__usage_75_99,packet_11.json,todo,mining_drill_t1__drill_cable_drum__usage_75_99.png,mining_drill_t1__drill_cable_drum__usage_75_99.json,no,
mining_drill_t1__folded_drill_arm__usage_0_24,packet_11.json,todo,mining_drill_t1__folded_drill_arm__usage_0_24.png,mining_drill_t1__folded_drill_arm__usage_0_24.json,no,
mining_drill_t1__folded_drill_arm__usage_100,packet_11.json,todo,mining_drill_t1__folded_drill_arm__usage_100.png,mining_drill_t1__folded_drill_arm__usage_100.json,no,
mining_drill_t1__folded_drill_arm__usage_25_49,packet_11.json,todo,mining_drill_t1__folded_drill_arm__usage_25_49.png,mining_drill_t1__folded_drill_arm__usage_25_49.json,no,
mining_drill_t1__folded_drill_arm__usage_50_74,packet_11.json,todo,mining_drill_t1__folded_drill_arm__usage_50_74.png,mining_drill_t1__folded_drill_arm__usage_50_74.json,no,
mining_drill_t1__folded_drill_arm__usage_75_99,packet_11.json,todo,mining_drill_t1__folded_drill_arm__usage_75_99.png,mining_drill_t1__folded_drill_arm__usage_75_99.json,no,
power_capacitor_t2__capacitor_cell_bank__usage_0_24,packet_11.json,todo,power_capacitor_t2__capacitor_cell_bank__usage_0_24.png,power_capacitor_t2__capacitor_cell_bank__usage_0_24.json,no,
power_capacitor_t2__capacitor_cell_bank__usage_100,packet_11.json,todo,power_capacitor_t2__capacitor_cell_bank__usage_100.png,power_capacitor_t2__capacitor_cell_bank__usage_100.json,no,
power_capacitor_t2__capacitor_cell_bank__usage_25_49,packet_12.json,todo,power_capacitor_t2__capacitor_cell_bank__usage_25_49.png,power_capacitor_t2__capacitor_cell_bank__usage_25_49.json,no,
power_capacitor_t2__capacitor_cell_bank__usage_50_74,packet_12.json,todo,power_capacitor_t2__capacitor_cell_bank__usage_50_74.png,power_capacitor_t2__capacitor_cell_bank__usage_50_74.json,no,
power_capacitor_t2__capacitor_cell_bank__usage_75_99,packet_12.json,todo,power_capacitor_t2__capacitor_cell_bank__usage_75_99.png,power_capacitor_t2__capacitor_cell_bank__usage_75_99.json,no,
reinforced_hull_t2__microfracture_sensor_array__usage_0_24,packet_12.json,todo,reinforced_hull_t2__microfracture_sensor_array__usage_0_24.png,reinforced_hull_t2__microfracture_sensor_array__usage_0_24.json,no,
reinforced_hull_t2__microfracture_sensor_array__usage_100,packet_12.json,todo,reinforced_hull_t2__microfracture_sensor_array__usage_100.png,reinforced_hull_t2__microfracture_sensor_array__usage_100.json,no,
reinforced_hull_t2__microfracture_sensor_array__usage_25_49,packet_12.json,todo,reinforced_hull_t2__microfracture_sensor_array__usage_25_49.png,reinforced_hull_t2__microfracture_sensor_array__usage_25_49.json,no,
reinforced_hull_t2__microfracture_sensor_array__usage_50_74,packet_12.json,todo,reinforced_hull_t2__microfracture_sensor_array__usage_50_74.png,reinforced_hull_t2__microfracture_sensor_array__usage_50_74.json,no,
reinforced_hull_t2__microfracture_sensor_array__usage_75_99,packet_12.json,todo,reinforced_hull_t2__microfracture_sensor_array__usage_75_99.png,reinforced_hull_t2__microfracture_sensor_array__usage_75_99.json,no,
resource_vault_t2__reinforced_containers__usage_0_24,packet_12.json,todo,resource_vault_t2__reinforced_containers__usage_0_24.png,resource_vault_t2__reinforced_containers__usage_0_24.json,no,
resource_vault_t2__reinforced_containers__usage_100,packet_12.json,todo,resource_vault_t2__reinforced_containers__usage_100.png,resource_vault_t2__reinforced_containers__usage_100.json,no,
resource_vault_t2__reinforced_containers__usage_25_49,packet_12.json,todo,resource_vault_t2__reinforced_containers__usage_25_49.png,resource_vault_t2__reinforced_containers__usage_25_49.json,no,
resource_vault_t2__reinforced_containers__usage_50_74,packet_12.json,todo,resource_vault_t2__reinforced_containers__usage_50_74.png,resource_vault_t2__reinforced_containers__usage_50_74.json,no,
resource_vault_t2__reinforced_containers__usage_75_99,packet_13.json,todo,resource_vault_t2__reinforced_containers__usage_75_99.png,resource_vault_t2__reinforced_containers__usage_75_99.json,no,
sample_lab_t2__containment_tubes_pair__usage_0_24,packet_13.json,todo,sample_lab_t2__containment_tubes_pair__usage_0_24.png,sample_lab_t2__containment_tubes_pair__usage_0_24.json,no,
