asset_id,packet,status,image_file,json_file,qa_pass,notes
ablative_armour_t3__self_diagnostics_panel__depleted,packet_02.json,todo,ablative_armour_t3__self_diagnostics_panel__depleted.png,ablative_armour_t3__self_diagnostics_panel__depleted.json,no,
ablative_armour_t3__self_diagnostics_panel__idle,packet_02.json,todo,ablative_armour_t3__self_diagnostics_panel__idle.png,ablative_armour_t3__self_diagnostics_panel__idle.json,no,
ablative_armour_t3__room_composite__v1,packet_02.json,todo,ablative_armour_t3__room_composite__v1.png,ablative_armour_t3__room_composite__v1.json,no,
crew_quarters_t3__bunk_lighting_controls__base,packet_02.json,todo,crew_quarters_t3__bunk_lighting_controls__base.png,crew_quarters_t3__bunk_lighting_controls__base.json,no,
crew_quarters_t3__bunk_stack_frame__base,packet_02.json,todo,crew_quarters_t3__bunk_stack_frame__base.png,crew_quarters_t3__bunk_stack_frame__base.json,no,
crew_quarters_t3__crew_status_terminal__base,packet_02.json,todo,crew_quarters_t3__crew_status_terminal__base.png,crew_quarters_t3__crew_status_terminal__base.json,no,
crew_quarters_t3__hydration_station__base,packet_02.json,todo,crew_quarters_t3__hydration_station__base.png,crew_quarters_t3__hydration_station__base.json,no,
crew_quarters_t3__personal_storage_lockers__base,packet_02.json,todo,crew_quarters_t3__personal_storage_lockers__base.png,crew_quarters_t3__personal_storage_lockers__base.json,no,
crew_quarters_t3__privacy_partition_walls__base,packet_02.json,todo,crew_quarters_t3__privacy_partition_walls__base.png,crew_quarters_t3__privacy_partition_walls__base.json,no,
crew_quarters_t3__bunk_lighting_controls__active,packet_02.json,todo,crew_quarters_t3__bunk_lighting_controls__active.png,crew_quarters_t3__bunk_lighting_controls__active.json,no,
crew_quarters_t3__bunk_lighting_controls__cooldown,packet_02.json,todo,crew_quarters_t3__bunk_lighting_controls__cooldown.png,crew_quarters_t3__bunk_lighting_controls__cooldown.json,no,
crew_quarters_t3__bunk_lighting_controls__damaged,packet_02.json,todo,crew_quarters_t3__bunk_lighting_controls__damaged.png,crew_quarters_t3__bunk_lighting_controls__damaged.json,no,
crew_quarters_t3__bunk_lighting_controls__depleted,packet_03.json,todo,crew_quarters_t3__bunk_lighting_controls__depleted.png,crew_quarters_t3__bunk_lighting_controls__depleted.json,no,
crew_quarters_t3__bunk_lighting_controls__idle,packet_03.json,todo,crew_quarters_t3__bunk_lighting_controls__idle.png,crew_quarters_t3__bunk_lighting_controls__idle.json,no,
crew_quarters_t3__crew_status_terminal__active,packet_03.json,todo,crew_quarters_t3__crew_status_terminal__active.png,crew_quarters_t3__crew_status_terminal__active.json,no,
crew_quarters_t3__crew_status_terminal__cooldown,packet_03.json,todo,crew_quarters_t3__crew_status_terminal__cooldown.png,crew_quarters_t3__crew_status_terminal__cooldown.json,no,
crew_quarters_t3__crew_status_terminal__damaged,packet_03.json,todo,crew_quarters_t3__crew_status_terminal__damaged.png,crew_quarters_t3__crew_status_terminal__damaged.json,no,
crew_quarters_t3__crew_status_terminal__depleted,packet_03.json,todo,crew_quarters_t3__crew_status_terminal__depleted.png,crew_quarters_t3__crew_status_terminal__depleted.json,no,
crew_quarters_t3__crew_status_terminal__idle,packet_03.json,todo,crew_quarters_t3__crew_status_terminal__idle.png,crew_quarters_t3__crew_status_terminal__idle.json,no,
crew_quarters_t3__hydration_station__active,packet_03.json,todo,crew_quarters_t3__hydration_station__active.png,crew_quarters_t3__hydration_station__active.json,no,
crew_quarters_t3__hydration_station__cooldown,packet_03.json,todo,crew_quarters_t3__hydration_station__cooldown.png,crew_quarters_t3__hydration_station__cooldown.json,no,
crew_quarters_t3__hydration_station__damaged,packet_03.json,todo,crew_quarters_t3__hydration_station__damaged.png,crew_quarters_t3__hydration_station__damaged.json,no,
crew_quarters_t3__hydration_station__depleted,packet_03.json,todo,crew_quarters_t3__hydration_station__depleted.png,crew_quarters_t3__hydration_station__depleted.json,no,
crew_quarters_t3__hydration_station__idle,packet_03.json,todo,crew_quarters_t3__hydration_station__idle.png,crew_quarters_t3__hydration_station__idle.json,no,
crew_quarters_t3__room_composite__v1,packet_04.json,todo,crew_quarters_t3__room_composite__v1.png,crew_quarters_t3__room_composite__v1.json,no,
fusion_reactor_t2__bolted_floor_plate__base,packet_04.json,todo,fusion_reactor_t2__bolted_floor_plate__base.png,fusion_reactor_t2__bolted_floor_plate__base.json,no,
fusion_reactor_t2__containment_vessel_frame__base,packet_04.json,todo,fusion_reactor_t2__containment_vessel_frame__base.png,fusion_reactor_t2__containment_vessel_frame__base.json,no,
fusion_reactor_t2__magenta_energy_orb__base,packet_04.json,todo,fusion_reactor_t2__magenta_energy_orb__base.png,fusion_reactor_t2__magenta_energy_orb__base.json,no,
fusion_reactor_t2__multi_screen_monitor_station__base,packet_04.json,todo,fusion_reactor_t2__multi_screen_monitor_station__base.png,fusion_reactor_t2__multi_screen_monitor_station__base.json,no,
fusion_reactor_t2__reinforced_glass_window__base,packet_04.json,todo,fusion_reactor_t2__reinforced_glass_window__base.png,fusion_reactor_t2__reinforced_glass_window__base.json,no,
fusion_reactor_t2__thick_conduit_trunks__base,packet_04.json,todo,fusion_reactor_t2__thick_conduit_trunks__base.png,fusion_reactor_t2__thick_conduit_trunks__base.json,no,
fusion_reactor_t2__magenta_energy_orb__active,packet_04.json,todo,fusion_reactor_t2__magenta_energy_orb__active.png,fusion_reactor_t2__magenta_energy_orb__active.json,no,
fusion_reactor_t2__magenta_energy_orb__cooldown,packet_04.json,todo,fusion_reactor_t2__magenta_energy_orb__cooldown.png,fusion_reactor_t2__magenta_energy_orb__cooldown.json,no,
fusion_reactor_t2__magenta_energy_orb__damaged,packet_04.json,todo,fusion_reactor_t2__magenta_energy_orb__damaged.png,fusion_reactor_t2__magenta_energy_orb__damaged.json,no,
fusion_reactor_t2__magenta_energy_orb__depleted,packet_04.json,todo,fusion_reactor_t2__magenta_energy_orb__depleted.png,fusion_reactor_t2__magenta_energy_orb__depleted.json,no,
fusion_reactor_t2__magenta_energy_orb__idle,packet_04.json,todo,fusion_reactor_t2__magenta_energy_orb__idle.png,fusion_reactor_t2__magenta_energy_orb__idle.json,no,
fusion_reactor_t2__multi_screen_monitor_station__active,packet_05.json,todo,fusion_reactor_t2__multi_screen_monitor_station__active.png,fusion_reactor_t2__multi_screen_monitor_station__active.json,no,
fusion_reactor_t2__multi_screen_monitor_station__cooldown,packet_05.json,todo,fusion_reactor_t2__multi_screen_monitor_station__cooldown.png,fusion_reactor_t2__multi_screen_monitor_station__cooldown.json,no,
fusion_reactor_t2__multi_screen_monitor_station__damaged,packet_05.json,todo,fusion_reactor_t2__multi_screen_monitor_station__damaged.png,fusion_reactor_t2__multi_screen_monitor_station__damaged.json,no,
fusion_reactor_t2__multi_screen_monitor_station__depleted,packet_05.json,todo,fusion_reactor_t2__multi_screen_monitor_station__depleted.png,fusion_reactor_t2__multi_screen_monitor_station__depleted.json,no,
fusion_reactor_t2__multi_screen_monitor_station__idle,packet_05.json,todo,fusion_reactor_t2__multi_screen_monitor_station__idle.png,fusion_reactor_t2__multi_screen_monitor_station__idle.json,no,
fusion_reactor_t2__room_composite__v1,packet_05.json,todo,fusion_reactor_t2__room_composite__v1.png,fusion_reactor_t2__room_composite__v1.json,no,
style_anchor_v1,packet_05.json,todo,style_anchor_v1.png,style_anchor_v1.json,no,
shell_kit_high_v1,packet_05.json,todo,shell_kit_high_v1.png,shell_kit_high_v1.json,no,
shell_kit_mid_v1,packet_05.json,todo,shell_kit_mid_v1.png,shell_kit_mid_v1.json,no,
shell_kit_starter_v1,packet_05.json,todo,shell_kit_starter_v1.png,shell_kit_starter_v1.json,no,
ion_drive_t3__electromagnetic_coil_casing__base,packet_05.json,todo,ion_drive_t3__electromagnetic_coil_casing__base.png,ion_drive_t3__electromagnetic_coil_casing__base.json,no,
ion_drive_t3__ion_thruster_array__base,packet_05.json,todo,ion_drive_t3__ion_thruster_array__base.png,ion_drive_t3__ion_thruster_array__base.json,no,
ion_drive_t3__ion_thruster_housing__base,packet_06.json,todo,ion_drive_t3__ion_thruster_housing__base.png,ion_drive_t3__ion_thruster_housing__base.json,no,
ion_drive_t3__precision_computer_terminal__base,packet_06.json,todo,ion_drive_t3__precision_computer_terminal__base.png,ion_drive_t3__precision_computer_terminal__base.json,no,
ion_drive_t3__xenon_canister_manifold__base,packet_06.json,todo,ion_drive_t3__xenon_canister_manifold__base.png,ion_drive_t3__xenon_canister_manifold__base.json,no,
ion_drive_t3__xenon_canister_rack__base,packet_06.json,todo,ion_drive_t3__xenon_canister_rack__base.png,ion_drive_t3__xenon_canister_rack__base.json,no,
ion_drive_t3__ion_thruster_array__active,packet_06.json,todo,ion_drive_t3__ion_thruster_array__active.png,ion_drive_t3__ion_thruster_array__active.json,no,
ion_drive_t3__ion_thruster_array__cooldown,packet_06.json,todo,ion_drive_t3__ion_thruster_array__cooldown.png,ion_drive_t3__ion_thruster_array__cooldown.json,no,
ion_drive_t3__ion_thruster_array__damaged,packet_06.json,todo,ion_drive_t3__ion_thruster_array__damaged.png,ion_drive_t3__ion_thruster_array__damaged.json,no,
ion_drive_t3__ion_thruster_array__depleted,packet_06.json,todo,ion_drive_t3__ion_thruster_array__depleted.png,ion_drive_t3__ion_thruster_array__depleted.json,no,
ion_drive_t3__ion_thruster_array__idle,packet_06.json,todo,ion_drive_t3__ion_thruster_array__idle.png,ion_drive_t3__ion_thruster_array__idle.json,no,
ion_drive_t3__precision_computer_terminal__active,packet_06.json,todo,ion_drive_t3__precision_computer_terminal__active.png,ion_drive_t3__precision_computer_terminal__active.json,no,
ion_drive_t3__precision_computer_terminal__cooldown,packet_06.json,todo,ion_drive_t3__precision_computer_terminal__cooldown.png,ion_drive_t3__precision_computer_terminal__cooldown.json,no,
ion_drive_t3__precision_computer_terminal__damaged,packet_06.json,todo,ion_drive_t3__precision_computer_terminal__damaged.png,ion_drive_t3__precision_computer_terminal__damaged.json,no,
ion_drive_t3__precision_computer_terminal__depleted,packet_07.json,todo,ion_drive_t3__precision_computer_terminal__depleted.png,ion_drive_t3__precision_computer_terminal__depleted.json,no,
ion_drive_t3__precision_computer_terminal__idle,packet_07.json,todo,ion_drive_t3__precision_computer_terminal__idle.png,ion_drive_t3__precision_computer_terminal__idle.json,no,
ion_drive_t3__xenon_canister_manifold__active,packet_07.json,todo,ion_drive_t3__xenon_canister_manifold__active.png,ion_drive_t3__xenon_canister_manifold__active.json,no,
ion_drive_t3__xenon_canister_manifold__cooldown,packet_07.json,todo,ion_drive_t3__xenon_canister_manifold__cooldown.png,ion_drive_t3__xenon_canister_manifold__cooldown.json,no,
ion_drive_t3__xenon_canister_manifold__damaged,packet_07.json,todo,ion_drive_t3__xenon_canister_manifold__damaged.png,ion_drive_t3__xenon_canister_manifold__damaged.json,no,
ion_drive_t3__xenon_canister_manifold__depleted,packet_07.json,todo,ion_drive_t3__xenon_canister_manifold__depleted.png,ion_drive_t3__xenon_canister_manifold__depleted.json,no,
ion_drive_t3__xenon_canister_manifold__idle,packet_07.json,todo,ion_drive_t3__xenon_canister_manifold__idle.png,ion_drive_t3__xenon_canister_manifold__idle.json,no,
ion_drive_t3__room_composite__v1,packet_07.json,todo,ion_drive_t3__room_composite__v1.png,ion_drive_t3__room_composite__v1.json,no,
life_support_t3__air_recycler_column__base,packet_07.json,todo,life_support_t3__air_recycler_column__base.png,life_support_t3__air_recycler_column__base.json,no,
life_support_t3__atmosphere_duct_grid__base,packet_07.json,todo,life_support_t3__atmosphere_duct_grid__base.png,life_support_t3__atmosphere_duct_grid__base.json,no,
life_support_t3__co2_filter_cartridge_rack__base,packet_07.json,todo,life_support_t3__co2_filter_cartridge_rack__base.png,life_support_t3__co2_filter_cartridge_rack__base.json,no,
life_support_t3__environment_console__base,packet_07.json,todo,life_support_t3__environment_console__base.png,life_support_t3__environment_console__base.json,no,
life_support_t3__humidity_control_manifold__base,packet_08.json,todo,life_support_t3__humidity_control_manifold__base.png,life_support_t3__humidity_control_manifold__base.json,no,
life_support_t3__oxygen_scrubber_bank__base,packet_08.json,todo,life_support_t3__oxygen_scrubber_bank__base.png,life_support_t3__oxygen_scrubber_bank__base.json,no,
life_support_t3__co2_filter_cartridge_rack__active,packet_08.json,todo,life_support_t3__co2_filter_cartridge_rack__active.png,life_support_t3__co2_filter_cartridge_rack__active.json,no,
life_support_t3__co2_filter_cartridge_rack__cooldown,packet_08.json,todo,life_support_t3__co2_filter_cartridge_rack__cooldown.png,life_support_t3__co2_filter_cartridge_rack__cooldown.json,no,
life_support_t3__co2_filter_cartridge_rack__damaged,packet_08.json,todo,life_support_t3__co2_filter_cartridge_rack__damaged.png,life_support_t3__co2_filter_cartridge_rack__damaged.json,no,
life_support_t3__co2_filter_cartridge_rack__depleted,packet_08.json,todo,life_support_t3__co2_filter_cartridge_rack__depleted.png,life_support_t3__co2_filter_cartridge_rack__depleted.json,no,
life_support_t3__co2_filter_cartridge_rack__idle,packet_08.json,todo,life_support_t3__co2_filter_cartridge_rack__idle.png,life_support_t3__co2_filter_cartridge_rack__idle.json,no,
life_support_t3__environment_console__active,packet_08.json,todo,life_support_t3__environment_console__active.png,life_support_t3__environment_console__active.json,no,
life_support_t3__environment_console__cooldown,packet_08.json,todo,life_support_t3__environment_console__cooldown.png,life_support_t3__environment_console__cooldown.json,no,
life_support_t3__environment_console__damaged,packet_08.json,todo,life_support_t3__environment_console__damaged.png,life_support_t3__environment_console__damaged.json,no,
life_support_t3__environment_console__depleted,packet_08.json,todo,life_support_t3__environment_console__depleted.png,life_support_t3__environment_console__depleted.json,no,
life_support_t3__environment_console__idle,packet_08.json,todo,life_support_t3__environment_console__idle.png,life_support_t3__environment_console__idle.json,no,
life_support_t3__oxygen_scrubber_bank__active,packet_09.json,todo,life_support_t3__oxygen_scrubber_bank__active.png,life_support_t3__oxygen_scrubber_bank__active.json,no,
life_support_t3__oxygen_scrubber_bank__cooldown,packet_09.json,todo,life_support_t3__oxygen_scrubber_bank__cooldown.png,life_support_t3__oxygen_scrubber_bank__cooldown.json,no,
life_support_t3__oxygen_scrubber_bank__damaged,packet_09.json,todo,life_support_t3__oxygen_scrubber_bank__damaged.png,life_support_t3__oxygen_scrubber_bank__damaged.json,no,
life_support_t3__oxygen_scrubber_bank__depleted,packet_09.json,todo,life_support_t3__oxygen_scrubber_bank__depleted.png,life_support_t3__oxygen_scrubber_bank__depleted.json,no,
life_support_t3__oxygen_scrubber_bank__idle,packet_09.json,todo,life_support_t3__oxygen_scrubber_bank__idle.png,life_support_t3__oxygen_scrubber_bank__idle.json,no,
life_support_t3__room_composite__v1,packet_09.json,todo,life_support_t3__room_composite__v1.png,life_support_t3__room_composite__v1.json,no,
power_capacitor_t2__capacitor_cell_bank__base,packet_09.json,todo,power_capacitor_t2__capacitor_cell_bank__base.png,power_capacitor_t2__capacitor_cell_bank__base.json,no,
power_capacitor_t2__capacitor_rack_frame__base,packet_09.json,todo,power_capacitor_t2__capacitor_rack_frame__base.png,power_capacitor_t2__capacitor_rack_frame__base.json,no,
power_capacitor_t2__ceiling_cable_runs__base,packet_09.json,todo,power_capacitor_t2__ceiling_cable_runs__base.png,power_capacitor_t2__ceiling_cable_runs__base.json,no,
power_capacitor_t2__central_discharge_switch_panel__base,packet_09.json,todo,power_capacitor_t2__central_discharge_switch_panel__base.png,power_capacitor_t2__central_discharge_switch_panel__base.json,no,
power_capacitor_t2__capacitor_cell_bank__active,packet_09.json,todo,power_capacitor_t2__capacitor_cell_bank__active.png,power_capacitor_t2__capacitor_cell_bank__active.json,no,
power_capacitor_t2__capacitor_cell_bank__cooldown,packet_09.json,todo,power_capacitor_t2__capacitor_cell_bank__cooldown.png,power_capacitor_t2__capacitor_cell_bank__cooldown.json,no,
power_capacitor_t2__capacitor_cell_bank__damaged,packet_10.json,todo,power_capacitor_t2__capacitor_cell_bank__damaged.png,power_capacitor_t2__capacitor_cell_bank__damaged.json,no,
power_capacitor_t2__capacitor_cell_bank__depleted,packet_10.json,todo,power_capacitor_t2__capacitor_cell_bank__depleted.png,power_capacitor_t2__capacitor_cell_bank__depleted.json,no,
power_capacitor_t2__capacitor_cell_bank__idle,packet_10.json,todo,power_capacitor_t2__capacitor_cell_bank__idle.png,power_capacitor_t2__capacitor_cell_bank__idle.json,no,
power_capacitor_t2__central_discharge_switch_panel__active,packet_10.json,todo,power_capacitor_t2__central_discharge_switch_panel__active.png,power_capacitor_t2__central_discharge_switch_panel__active.json,no,
power_capacitor_t2__central_discharge_switch_panel__cooldown,packet_10.json,todo,power_capacitor_t2__central_discharge_switch_panel__cooldown.png,power_capacitor_t2__central_discharge_switch_panel__cooldown.json,no,
power_capacitor_t2__central_discharge_switch_panel__damaged,packet_10.json,todo,power_capacitor_t2__central_discharge_switch_panel__damaged.png,power_capacitor_t2__central_discharge_switch_panel__damaged.json,no,
power_capacitor_t2__central_discharge_switch_panel__depleted,packet_10.json,todo,power_capacitor_t2__central_discharge_switch_panel__depleted.png,power_capacitor_t2__central_discharge_switch_panel__depleted.json,no,
power_capacitor_t2__central_discharge_switch_panel__idle,packet_10.json,todo,power_capacitor_t2__central_discharge_switch_panel__idle.png,power_capacitor_t2__central_discharge_switch_panel__idle.json,no,
power_capacitor_t2__room_composite__v1,packet_10.json,todo,power_capacitor_t2__room_composite__v1.png,power_capacitor_t2__room_composite__v1.json,no,
reinforced_hull_t2__composite_bracing_frame__base,packet_10.json,todo,reinforced_hull_t2__composite_bracing_frame__base.png,reinforced_hull_t2__composite_bracing_frame__base.json,no,
reinforced_hull_t2__impact_dampener_ribs__base,packet_10.json,todo,reinforced_hull_t2__impact_dampener_ribs__base.png,reinforced_hull_t2__impact_dampener_ribs__base.json,no,
reinforced_hull_t2__microfracture_sensor_array__base,packet_10.json,todo,reinforced_hull_t2__microfracture_sensor_array__base.png,reinforced_hull_t2__microfracture_sensor_array__base.json,no,
reinforced_hull_t2__reinforced_bulkhead_segments__base,packet_11.json,todo,reinforced_hull_t2__reinforced_bulkhead_segments__base.png,reinforced_hull_t2__reinforced_bulkhead_segments__base.json,no,
reinforced_hull_t2__stress_monitor_display__base,packet_11.json,todo,reinforced_hull_t2__stress_monitor_display__base.png,reinforced_hull_t2__stress_monitor_display__base.json,no,
reinforced_hull_t2__microfracture_sensor_array__active,packet_11.json,todo,reinforced_hull_t2__microfracture_sensor_array__active.png,reinforced_hull_t2__microfracture_sensor_array__active.json,no,
reinforced_hull_t2__microfracture_sensor_array__cooldown,packet_11.json,todo,reinforced_hull_t2__microfracture_sensor_array__cooldown.png,reinforced_hull_t2__microfracture_sensor_array__cooldown.json,no,
reinforced_hull_t2__microfracture_sensor_array__damaged,packet_11.json,todo,reinforced_hull_t2__microfracture_sensor_array__damaged.png,reinforced_hull_t2__microfracture_sensor_array__damaged.json,no,
reinforced_hull_t2__microfracture_sensor_array__depleted,packet_11.json,todo,reinforced_hull_t2__microfracture_sensor_array__depleted.png,reinforced_hull_t2__microfracture_sensor_array__depleted.json,no,
reinforced_hull_t2__microfracture_sensor_array__idle,packet_11.json,todo,reinforced_hull_t2__microfracture_sensor_array__idle.png,reinforced_hull_t2__microfracture_sensor_array__idle.json,no,
reinforced_hull_t2__stress_monitor_display__active,packet_11.json,todo,reinforced_hull_t2__stress_monitor_display__active.png,reinforced_hull_t2__stress_monitor_display__active.json,no,
reinforced_hull_t2__stress_monitor_display__cooldown,packet_11.json,todo,reinforced_hull_t2__stress_monitor_display__cooldown.png,reinforced_hull_t2__stress_monitor_display__cooldown.json,no,
reinforced_hull_t2__stress_monitor_display__damaged,packet_11.json,todo,reinforced_hull_t2__stress_monitor_display__damaged.png,reinforced_hull_t2__stress_monitor_display__damaged.json,no,
reinforced_hull_t2__stress_monitor_display__depleted,packet_11.json,todo,reinforced_hull_t2__stress_monitor_display__depleted.png,reinforced_hull_t2__stress_monitor_display__depleted.json,no,
reinforced_hull_t2__stress_monitor_display__idle,packet_11.json,todo,reinforced_hull_t2__stress_monitor_display__idle.png,reinforced_hull_t2__stress_monitor_display__idle.json,no,
reinforced_hull_t2__room_composite__v1,packet_12.json,todo,reinforced_hull_t2__room_composite__v1.png,reinforced_hull_t2__room_composite__v1.json,no,
resource_vault_t2__circular_vault_door__base,packet_12.json,todo,resource_vault_t2__circular_vault_door__base.png,resource_vault_t2__circular_vault_door__base.json,no,
resource_vault_t2__environmental_control_unit__base,packet_12.json,todo,resource_vault_t2__environmental_control_unit__base.png,resource_vault_t2__environmental_control_unit__base.json,no,
resource_vault_t2__gasketed_container_slots__base,packet_12.json,todo,resource_vault_t2__gasketed_container_slots__base.png,resource_vault_t2__gasketed_container_slots__base.json,no,
resource_vault_t2__reinforced_containers__base,packet_12.json,todo,resource_vault_t2__reinforced_containers__base.png,resource_vault_t2__reinforced_containers__base.json,no,
resource_vault_t2__sealed_rack_system__base,packet_12.json,todo,resource_vault_t2__sealed_rack_system__base.png,resource_vault_t2__sealed_rack_system__base.json,no,
resource_vault_t2__status_indicator_cluster__base,packet_12.json,todo,resource_vault_t2__status_indicator_cluster__base.png,resource_vault_t2__status_indicator_cluster__base.json,no,
resource_vault_t2__circular_vault_door__active,packet_12.json,todo,resource_vault_t2__circular_vault_door__active.png,resource_vault_t2__circular_vault_door__active.json,no,
resource_vault_t2__circular_vault_door__cooldown,packet_12.json,todo,resource_vault_t2__circular_vault_door__cooldown.png,resource_vault_t2__circular_vault_door__cooldown.json,no,
resource_vault_t2__circular_vault_door__damaged,packet_12.json,todo,resource_vault_t2__circular_vault_door__damaged.png,resource_vault_t2__circular_vault_door__damaged.json,no,
resource_vault_t2__circular_vault_door__depleted,packet_12.json,todo,resource_vault_t2__circular_vault_door__depleted.png,resource_vault_t2__circular_vault_door__depleted.json,no,
resource_vault_t2__circular_vault_door__idle,packet_12.json,todo,resource_vault_t2__circular_vault_door__idle.png,resource_vault_t2__circular_vault_door__idle.json,no,
resource_vault_t2__environmental_control_unit__active,packet_13.json,todo,resource_vault_t2__environmental_control_unit__active.png,resource_vault_t2__environmental_control_unit__active.json,no,
resource_vault_t2__environmental_control_unit__cooldown,packet_13.json,todo,resource_vault_t2__environmental_control_unit__cooldown.png,resource_vault_t2__environmental_control_unit__cooldown.json,no,
resource_vault_t2__environmental_control_unit__damaged,packet_13.json,todo,resource_vault_t2__environmental_control_unit__damaged.png,resource_vault_t2__environmental_control_unit__damaged.json,no,
resource_vault_t2__environmental_control_unit__depleted,packet_13.json,todo,resource_vault_t2__environmental_control_unit__depleted.png,resource_vault_t2__environmental_control_unit__depleted.json,no,
resource_vault_t2__environmental_control_unit__idle,packet_13.json,todo,resource_vault_t2__environmental_control_unit__idle.png,resource_vault_t2__environmental_control_unit__idle.json,no,
resource_vault_t2__reinforced_containers__active,packet_13.json,todo,resource_vault_t2__reinforced_containers__active.png,resource_vault_t2__reinforced_containers__active.json,no,
resource_vault_t2__reinforced_containers__cooldown,packet_13.json,todo,resource_vault_t2__reinforced_containers__cooldown.png,resource_vault_t2__reinforced_containers__cooldown.json,no,
resource_vault_t2__reinforced_containers__damaged,packet_13.json,todo,resource_vault_t2__reinforced_containers__damaged.png,resource_vault_t2__reinforced_containers__damaged.json,no,
resource_vault_t2__reinforced_containers__depleted,packet_13.json,todo,resource_vault_t2__reinforced_containers__depleted.png,resource_vault_t2__reinforced_containers__depleted.json,no,
resource_vault_t2__reinforced_containers__idle,packet_13.json,todo,resource_vault_t2__reinforced_containers__idle.png,resource_vault_t2__reinforced_containers__idle.json,no,
resource_vault_t2__status_indicator_cluster__active,packet_13.json,todo,resource_vault_t2__status_indicator_cluster__active.png,resource_vault_t2__status_indicator_cluster__active.json,no,
resource_vault_t2__status_indicator_cluster__cooldown,packet_13.json,todo,resource_vault_t2__status_indicator_cluster__cooldown.png,resource_vault_t2__status_indicator_cluster__cooldown.json,no,
resource_vault_t2__status_indicator_cluster__damaged,packet_14.json,todo,resource_vault_t2__status_indicator_cluster__damaged.png,resource_vault_t2__status_indicator_cluster__damaged.json,no,
resource_vault_t2__status_indicator_cluster__depleted,packet_14.json,todo,resource_vault_t2__status_indicator_cluster__depleted.png,resource_vault_t2__status_indicator_cluster__depleted.json,no,
resource_vault_t2__status_indicator_cluster__idle,packet_14.json,todo,resource_vault_t2__status_indicator_cluster__idle.png,resource_vault_t2__status_indicator_cluster__idle.json,no,
resource_vault_t2__room_composite__v1,packet_14.json,todo,resource_vault_t2__room_composite__v1.png,resource_vault_t2__room_composite__v1.json,no,
spectral_analyser_t3__analytical_sample_trays__base,packet_14.json,todo,spectral_analyser_t3__analytical_sample_trays__base.png,spectral_analyser_t3__analytical_sample_trays__base.json,no,
spectral_analyser_t3__central_plinth__base,packet_14.json,todo,spectral_analyser_t3__central_plinth__base.png,spectral_analyser_t3__central_plinth__base.json,no,
spectral_analyser_t3__composition_band_display__base,packet_14.json,todo,spectral_analyser_t3__composition_band_display__base.png,spectral_analyser_t3__composition_band_display__base.json,no,
spectral_analyser_t3__sample_tray_rail__base,packet_14.json,todo,spectral_analyser_t3__sample_tray_rail__base.png,spectral_analyser_t3__sample_tray_rail__base.json,no,
spectral_analyser_t3__spectral_splitter_prism__base,packet_14.json,todo,spectral_analyser_t3__spectral_splitter_prism__base.png,spectral_analyser_t3__spectral_splitter_prism__base.json,no,
spectral_analyser_t3__spectrograph_output_screen__base,packet_14.json,todo,spectral_analyser_t3__spectrograph_output_screen__base.png,spectral_analyser_t3__spectrograph_output_screen__base.json,no,
spectral_analyser_t3__analytical_sample_trays__active,packet_14.json,todo,spectral_analyser_t3__analytical_sample_trays__active.png,spectral_analyser_t3__analytical_sample_trays__active.json,no,
